COMMON_NAME,SCIENTIFIC_NAME,MIGRATORY_STATUS,SOURCE_OF_MIGRATORY_STATUS,IUCN_HABITATS,AUDUBON_HABITAT
Wild Turkey,Meleagris gallopavo,resident,1,grassland,Woodland
Wild Turkey,Meleagris gallopavo,resident,1,savanna,Woodland
Wild Turkey,Meleagris gallopavo,resident,1,shrubland,Woodland
Willet,Tringa semipalmata,moderate,0,marine_intertidal,Wetland
Willet,Tringa semipalmata,moderate,0,wetlands_inland,Wetland
Williamson's Sapsucker,Sphyrapicus thyroideus,short,0,forest,Woodland
Willow Flycatcher,Empidonax traillii,long,0,artificial_terrestrial,Shrubland
Willow Flycatcher,Empidonax traillii,long,0,forest,Shrubland
Willow Flycatcher,Empidonax traillii,long,0,shrubland,Shrubland
Willow Flycatcher,Empidonax traillii,long,0,wetlands_inland,Shrubland
Willow Ptarmigan,Lagopus lagopus,withdrawal,1,forest,Shrubland
Willow Ptarmigan,Lagopus lagopus,withdrawal,1,grassland,Shrubland
Willow Ptarmigan,Lagopus lagopus,withdrawal,1,shrubland,Shrubland
Wilson's Phalarope,Phalaropus tricolor,moderate,1,forest,Wetland
Wilson's Phalarope,Phalaropus tricolor,moderate,1,grassland,Wetland
Wilson's Phalarope,Phalaropus tricolor,moderate,1,marine_intertidal,Wetland
Wilson's Phalarope,Phalaropus tricolor,moderate,1,wetlands_inland,Wetland
Wilson's Plover,Charadrius wilsonia,short,0,marine_intertidal,Wetland
Wilson's Snipe,Gallinago delicata,short,0,artificial_aquatic_marine,Wetland
Wilson's Snipe,Gallinago delicata,short,0,forest,Wetland
Wilson's Snipe,Gallinago delicata,short,0,grassland,Wetland
Wilson's Snipe,Gallinago delicata,short,0,marine_neritic,Wetland
Wilson's Snipe,Gallinago delicata,short,0,wetlands_inland,Wetland
Wilson's Warbler,Cardellina pusilla,moderate,0,artificial_terrestrial,Shrubland
Wilson's Warbler,Cardellina pusilla,moderate,0,forest,Shrubland
Wilson's Warbler,Cardellina pusilla,moderate,0,grassland,Shrubland
Wilson's Warbler,Cardellina pusilla,moderate,0,shrubland,Shrubland
Wilson's Warbler,Cardellina pusilla,moderate,0,wetlands_inland,Shrubland
Winter Wren,Troglodytes hiemalis,short,0,artificial_terrestrial,Woodland
Winter Wren,Troglodytes hiemalis,short,0,forest,Woodland
Winter Wren,Troglodytes hiemalis,short,0,shrubland,Woodland
Wood Duck,Aix sponsa,short,0,forest,Wetland
Wood Duck,Aix sponsa,short,0,wetlands_inland,Wetland
Wood Stork,Mycteria americana,withdrawal,1,artificial_aquatic_marine,Wetland
Wood Stork,Mycteria americana,withdrawal,1,forest,Wetland
Wood Stork,Mycteria americana,withdrawal,1,grassland,Wetland
Wood Stork,Mycteria americana,withdrawal,1,marine_intertidal,Wetland
Wood Stork,Mycteria americana,withdrawal,1,wetlands_inland,Wetland
Wood Thrush,Hylocichla mustelina,moderate,0,artificial_terrestrial,Woodland
Wood Thrush,Hylocichla mustelina,moderate,0,forest,Woodland
Worm-eating Warbler,Helmitheros vermivorum,moderate,0,forest,Woodland
Wrentit,Chamaea fasciata,resident,1,shrubland,Shrubland
Yellow Rail,Coturnicops noveboracensis,moderate,0,wetlands_inland,Wetland
Yellow Warbler,Setophaga petechia,moderate,0,artificial_terrestrial,Shrubland
Yellow Warbler,Setophaga petechia,moderate,0,forest,Shrubland
Yellow Warbler,Setophaga petechia,moderate,0,shrubland,Shrubland
Yellow-bellied Flycatcher,Empidonax flaviventris,moderate,1,artificial_terrestrial,Woodland
Yellow-bellied Flycatcher,Empidonax flaviventris,moderate,1,forest,Woodland
Yellow-bellied Flycatcher,Empidonax flaviventris,moderate,1,wetlands_inland,Woodland
Yellow-bellied Sapsucker,Sphyrapicus varius,short,0,artificial_terrestrial,Woodland
Yellow-bellied Sapsucker,Sphyrapicus varius,short,0,forest,Woodland
Yellow-billed Cuckoo,Coccyzus americanus,long,1,artificial_terrestrial,Woodland
Yellow-billed Cuckoo,Coccyzus americanus,long,1,forest,Woodland
Yellow-billed Cuckoo,Coccyzus americanus,long,1,savanna,Woodland
Yellow-billed Cuckoo,Coccyzus americanus,long,1,shrubland,Woodland
Yellow-billed Loon,Gavia adamsii,moderate,0,marine_neritic,Wetland
Yellow-billed Loon,Gavia adamsii,moderate,0,wetlands_inland,Wetland
Yellow-billed Magpie,Pica nuttalli,resident,1,artificial_terrestrial,Woodland
Yellow-billed Magpie,Pica nuttalli,resident,1,forest,Woodland
Yellow-breasted Chat,Icteria virens,moderate,0,artificial_terrestrial,Shrubland
Yellow-breasted Chat,Icteria virens,moderate,0,forest,Shrubland
Yellow-breasted Chat,Icteria virens,moderate,0,shrubland,Shrubland
Yellow-crowned Night-Heron,Nyctanassa violacea,withdrawal,0,forest,Wetland
Yellow-crowned Night-Heron,Nyctanassa violacea,withdrawal,0,marine_intertidal,Wetland
Yellow-crowned Night-Heron,Nyctanassa violacea,withdrawal,0,wetlands_inland,Wetland
Yellow-eyed Junco,Junco phaeonotus,resident,1,forest,Woodland
Yellow-eyed Junco,Junco phaeonotus,resident,1,grassland,Woodland
Yellow-eyed Junco,Junco phaeonotus,resident,1,shrubland,Woodland
Yellow-footed Gull,Larus livens,short,0,marine_coastal_supratidal,Wetland
Yellow-footed Gull,Larus livens,short,0,marine_intertidal,Wetland
Yellow-footed Gull,Larus livens,short,0,marine_neritic,Wetland
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,short,0,artificial_terrestrial,Wetland
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,short,0,wetlands_inland,Wetland
Yellow-rumped Warbler,Setophaga coronata,short,0,artificial_terrestrial,Woodland
Yellow-rumped Warbler,Setophaga coronata,short,0,forest,Woodland
Yellow-rumped Warbler,Setophaga coronata,short,0,shrubland,Woodland
Yellow-throated Vireo,Vireo flavifrons,moderate,0,artificial_terrestrial,Woodland
Yellow-throated Vireo,Vireo flavifrons,moderate,0,forest,Woodland
Yellow-throated Warbler,Setophaga dominica,short,0,artificial_terrestrial,Woodland
Yellow-throated Warbler,Setophaga dominica,short,0,forest,Woodland
Yellow-throated Warbler,Setophaga dominica,short,0,shrubland,Woodland
Yellow-throated Warbler,Setophaga dominica,short,0,wetlands_inland,Woodland
Zone-tailed Hawk,Buteo albonotatus,short,0,artificial_terrestrial,Woodland
Zone-tailed Hawk,Buteo albonotatus,short,0,forest,Woodland
Zone-tailed Hawk,Buteo albonotatus,short,0,shrubland,Woodland
