COMMON_NAME,SCIENTIFIC_NAME,order,family,TipLabel,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,intra_annual_variability,brain_residual,diet_breadth,adult_body_mass_g,functional_diet,mean_flock_size,total_range_km2,habitat_generalism_scaled,clutch_size,migration_status,Jan
Marbled Godwit,Limosa fedoa,Charadriiformes,Scolopacidae (Sandpipers and Allies),Limosa_fedoa,5.52195325922966,5.951925286293029,2.0532655243873594,0.6926331926137209,0.5567121169418097,2.874120155334473,2.667378921687603,2.7661676448583603,2.757814171999693,4.419248213887214,4.7631144537329675,1.7831157080625446,-0.001428433,0,370.25,Invertebrate,5.666666666666667,1925662.669,0.33,3.95,Migrant,4.9067310255169865
Marsh Wren,Cistothorus palustris,Passeriformes,Troglodytidae (Wrens),Cistothorus_palustris,2.435794424146414,2.5218164306282995,1.7000415247380734,1.1769702793061734,1.1188845891952515,1.3107961745560168,1.2822213703393937,1.71334369084239,2.048516473472118,2.0716678564846513,1.816975157827139,0.4949598624658462,0.309675271,0.004681652,11.25,Invertebrate,1.6666666666666667,10354267.02,0.11,5.04,Migrant,2.3074373121857645
Merlin,Falco columbarius,Falconiformes,Falconidae (Falcons and Caracaras),Falco_columbarius,3.3945763874053956,3.566006744682789,2.0240971460342405,1.1885373715758323,0.8476009855121374,1.339624494791031,1.0635966529846193,1.0346366261541844,1.6744020932912826,2.7245940311551093,3.494242923974991,1.088398545787412,0.584087699,0.002022005,187.575,VertFishScav,1,46884560.75,0.44,4,Migrant,3.331923155963421
Mew Gull,Larus canus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Larus_canus,2.8329514014720916,2.0173717498481274,1.3767884677052498,1.0890344457626342,1.1760969035029412,1.133473564594984,1.1607037521004677,1.0761707934737206,1.3693754545152188,2.6808800578415393,3.197867285490036,0.8273405272645239,0.314828267,0.13298875,415.75,Omnivore,4.833333333333333,32274083.44,0.67,2.8,Migrant,2.8289059410095216
Mexican Jay,Aphelocoma wollweberi,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Aphelocoma_ultramarina,0.13566108051687478,0.13669099999219178,0.13581244352459906,0.1363681320771575,0.13644819105416536,0.13801997003704308,0.14086498982459306,0.14177884758263826,0.13898220939189196,0.13816258702427148,0.1415438692867756,0.002344540812251407,0.842546608,0.176052781,124,Omnivore,4.833333333333333,484533.5196,0,4.14,Resident,0.1352798732444644
Monk Parakeet,Myiopsitta monachus,Psittaciformes,Psittacidae (New World and African Parrots),Myiopsitta_monachus,21.83730042743683,22.173609123706818,23.149640780448912,18.812472113609314,20.18181025648117,14.938021533489227,18.103998933792113,21.64216133403778,17.766715020656587,20.336716320753098,19.62721821594238,2.2686008960034245,1.014120586,0.143626284,108.63,PlantSeed,4.666666666666667,2723297.782,0.22,6,Resident,20.312147330760954
Mourning Dove,Zenaida macroura,Columbiformes,Columbidae (Pigeons and Doves),Zenaida_macroura,4.8789576036334035,4.025367913722992,3.321905408859253,2.4444640677571297,1.835742881000042,2.1980482312738894,2.5983980677723886,3.7542048189640047,4.7927300568223,4.951677658140659,4.8141505037546155,1.16201229182493,-0.213330231,0.081630249,119,PlantSeed,2.5,12161419.8,0.33,2,Migrant,4.5326350293755535
Nashville Warbler,Oreothlypis ruficapilla,Passeriformes,Parulidae (New World Warblers),Vermivora_ruficapilla,3.3891366686820983,3.6378112990260125,4.9826406578123565,1.6882023079693318,0.2475783147290349,0.25731456408649683,0.7195789880007506,3.8157473395466805,7.008124673008918,6.939152993679047,5.680976886749267,2.4218488625527117,0.203424656,0.032687689,8.4,Invertebrate,1,10359028.15,0,4.71,Migrant,4.628805893957615
Northern Bobwhite,Colinus virginianus,Galliformes,Odontophoridae (New World Quail),Colinus_virginianus,0.6212870158404112,0.6398894471228123,0.5469220283329487,0.5184622800201177,0.5115489903390408,0.5624316467344761,0.5649856739640235,0.6419074969440699,0.5290387817174196,0.5787396924048662,0.526147492095828,0.046692580949711585,-0.311587568,0.111942483,173.3333333,PlantSeed,2.5833333333333335,4364304.497,0.33,6.5,Resident,0.6005281049758195
Northern Cardinal,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),Cardinalis_cardinalis,4.556333115279674,4.186650046765804,4.018508457005024,3.643324708223343,3.039059932410717,3.288543240010738,3.781162919282913,5.009020150125027,4.842490650594234,4.54521864593029,4.2520259477496145,0.5990456186839104,0.606855385,0.188709122,43.05,PlantSeed,2,5834603.928,0.33,2.5,Resident,4.293001312196255
Northern Flicker,Colaptes auratus,Piciformes,Picidae (Woodpeckers),Colaptes_auratus,3.235803766131401,2.9670676515102388,2.823792069554329,1.9149808097183705,0.9630840019583702,1.1878559409677982,1.6936359154880047,2.3001564691364766,2.626248702645302,2.774403304696083,2.961916308581829,0.7664655957589958,0.696856314,0.155013722,130.6716667,Invertebrate,1,11462539.97,0.11,6.66,Migrant,3.0947000095248223
Northern Goshawk,Accipiter gentilis,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter_gentilis,0.9612355012148619,0.8368042110055685,0.523823416724801,0.31607509903609754,0.2103288904055953,0.2296447115018964,0.23581691874563693,0.3659742115288973,0.5873038539588451,0.8412760319411755,0.7814124961495399,0.2904204743558978,0.541366387,0.004385685,988.75,VertFishScav,1,36019475.05,0.22,3.5,Resident,0.9163031052052975
Northern Harrier,Circus hudsonius,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Circus_cyaneus,0.9488521598875522,0.852098732188344,0.6634449700117111,0.5275891610383987,0.40671272844076156,0.4675787514448166,0.49437326005101206,0.6234937781244516,0.8061068999171257,0.945337137490511,0.9866065485477448,0.22707874488300367,0.495883202,0.002935706,436.5,VertFishScav,1,17817899.87,0.44,4.5,Migrant,1.0474328023195267
Northern Mockingbird,Mimus polyglottos,Passeriformes,Mimidae (Mockingbirds and Thrashers),Mimus_polyglottos,5.93528670167923,6.019797346830368,5.338490270972252,4.702687496483326,4.362504305660725,4.698716043770313,5.234177128314972,6.704619849085808,6.104381372451782,5.607707451105118,5.721587023139,0.675289907364797,0.43814604,0.071259387,48.5,Omnivore,1.4166666666666667,10313795.24,0.22,3.71,Resident,5.3817773287892345
Northern Parula,Setophaga americana,Passeriformes,Parulidae (New World Warblers),Parula_americana,2.730768855422735,3.100877971768379,2.7200443112254145,2.4304584747552873,0.5424169283211231,0.5338658549636602,1.8346038928627968,3.4803307275176047,5.210446333050728,2.9095939518511296,2.405573417365551,1.246493405951223,0.144516331,0.098964812,7.9,Invertebrate,1.1666666666666667,5431738.632,0,3.94,Migrant,2.6566931154429914
Northern Pintail,Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas_acuta,1.6221978167295457,0.9981169337928295,0.7167700657248497,0.6474986371248961,0.5091019058823586,0.5992751129865647,0.7354698568582535,0.8787891694754362,1.1100703215301038,1.8252771708369255,2.5894681436419487,0.7724607375840997,0.001636229,0.110207642,872.25,PlantSeed,4.416666666666667,52922415.69,0.22,8.3,Migrant,2.7314969859719276
Northern Pygmy-Owl,Glaucidium gnoma,Strigiformes,Strigidae (Owls),Glaucidium_californicum,0.3465566110685468,0.2798886864259839,0.1885066855698824,0.1686200546771288,0.16467070432007314,0.17973263335227965,0.17387687546014785,0.2308403021916747,0.29807749324291943,0.3155073816478252,0.3987045245617628,0.08685328561051422,1.4146144,0.00775503,65.525,Invertebrate,1,585834.8357,0.22,4.19,Resident,0.3785848855599761
Northern Shoveler,Spatula clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas_clypeata,5.215976547777653,3.0931441989541053,1.6005593794584274,0.8684275376200676,0.608276108071208,0.7925255761742592,0.9780746429860592,1.7098889354765414,2.6723171700537205,4.197201568007469,6.0154245797395705,2.102222099740241,-0.036799735,0.147489852,613,Invertebrate,6,50126832.06,0.56,9.2,Migrant,6.247419308185577
Northwestern Crow,Corvus caurinus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus_caurinus,6.147165237188339,5.162218626618385,4.803237242281437,4.269607129216194,3.8172368155121803,2.820650724798441,3.5778935933709146,3.136797110438347,4.57242500859499,4.921975385427475,5.294843577861786,1.0322427886515184,0.950414061,0.150242402,387,Omnivore,5,394659.254,0.33,4.02,Resident,5.773325947642326
Orchard Oriole,Icterus spurius,Passeriformes,Icteridae (Troupials and Allies),Icterus_spurius,0.47746213991940023,0.455865283600986,1.6892986226081848,1.741805879086256,1.3889346680641175,1.3265365636348725,1.5982741025984288,1.5786449505090714,0.6684251434803009,0.6768020578473807,0.606956261113286,0.5240141059900494,0.464819645,0.125057937,20.05,Omnivore,1.5833333333333333,6756091.712,0.22,3.91,Migrant,0.5989718209654092
Osprey,Pandion haliaetus,Accipitriformes,Pandionidae (Osprey),Pandion_haliaetus,3.870633962929249,2.907910797536373,2.0625485844910143,1.6281315176486968,1.3597230929434299,1.4538456255197525,1.5871225542128087,1.926831029087305,2.4878974287807942,3.633685547173023,4.377713778078556,1.0895918444087913,0.435637309,0.004681652,1527.5,VertFishScav,1,91729123.93,0.44,2.5,Migrant,3.842799632191658
Ovenbird,Seiurus aurocapilla,Passeriformes,Parulidae (New World Warblers),Seiurus_aurocapilla,1.0755239656567575,0.9661038457900286,1.4251412898302078,0.9541659143567085,0.44283457601070403,0.4039762116074562,0.9908914766907692,4.2064291653633115,6.126212098360062,1.729429062023759,0.9215705146491527,1.7004277875151066,0.290855942,0.095099493,19.4,Invertebrate,1.1666666666666667,8894586.174,0,4.31,Migrant,1.571406949967146
Painted Redstart,Myioborus pictus,Passeriformes,Parulidae (New World Warblers),Myioborus_pictus,0.21724192877858878,0.1541994506791234,0.1539222543388605,0.15115607450902463,0.15367808043956757,0.15428111104667186,0.15769488921016456,0.16508144205063582,0.24382110879570246,0.2517426638379693,0.15847370931506158,0.0373456293045532,0.071265318,0,9.775,Invertebrate,1.4166666666666667,1124687.011,0,3.11,Migrant,0.17084696811437608
Peregrine Falcon,Falco peregrinus,Falconiformes,Falconidae (Falcons and Caracaras),Falco_pelegrinoides,4.7363608790040015,4.112241675436497,2.356272764980793,1.7221211648583412,2.1016309868693352,2.206052790790796,1.3406073147058486,1.3142794949114323,1.5163393397033214,3.390734875023365,4.47421195012331,1.430822453059839,0.408463847,0.010412888,827.25,VertFishScav,1,92337125.06,1,3.5,Migrant,5.2032996218800545
Phainopepla,Phainopepla nitens,Passeriformes,Ptiliogonatidae (Silky-flycatchers),Phainopepla_nitens,0.9228903217166662,0.8292946182489395,1.0128665817528963,0.6493065124601126,0.6669759461730719,0.47413174429535865,0.3656712722405791,1.2085415704399347,0.8758090953677893,0.9641563853770494,1.0676621768772603,0.24651211719856184,0.321116535,0.071259387,22.55,FruiNect,2,1424485.101,0.22,2.32,Migrant,0.9012439954280853
Pied-billed Grebe,Podilymbus podiceps,Podicipediformes,Podicipedidae (Grebes),Podilymbus_podiceps,5.292892957925797,4.770420241355896,3.149505934268236,1.2253462931215764,1.12302488912642,1.5395311366021633,1.8000790475010873,2.62695551854372,3.069966660797596,3.898106712281704,5.252938026666642,1.65043730994531,0.061420178,0.028608359,440,Invertebrate,1.9166666666666667,21362924.47,0,6.39,Migrant,5.479101915836334
Pileated Woodpecker,Dryocopus pileatus,Piciformes,Picidae (Woodpeckers),Dryocopus_pileatus,1.708598200827837,1.6851448938548566,1.4912250717878341,1.1477415774464608,0.7414902490824461,0.9018636905252934,1.2178989908397198,1.3527175649106502,1.5775050559043884,1.5544564916193486,1.6304391290545464,0.3268601253935792,1.02052121,0.073084121,303.875,Invertebrate,1,5924411.665,0.22,3.83,Resident,1.7186118955016136
Pine Grosbeak,Pinicola enucleator,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Pinicola_enucleator,0.6099341424107552,0.6771998244673013,0.5508979801088572,0.41782417507469655,0.25696968591958286,0.2234716189354658,0.21953352527320386,0.24209796871244907,0.7456460678875446,0.9916421458125114,0.910964640378952,0.275242495509049,0.403266714,0.150422167,57,PlantSeed,2.9166666666666665,24108761.87,0.22,3.78,Migrant,0.7397266447246075
Pine Siskin,Spinus pinus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_pinus,1.6813609697520733,1.5002733068466187,1.3612958629727363,0.8535464881807566,0.32976580467820166,0.317884563036263,0.4760352926105261,0.7150246017128229,1.2362940435111522,1.8499904689788818,2.2399240092039108,0.6588324954251803,0.305386143,0.111883068,13.05,PlantSeed,3.3333333333333335,14059880.66,0.22,3.77,Migrant,1.9121705868542194
Pinyon Jay,Gymnorhinus cyanocephalus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Gymnorhinus_cyanocephalus,0.2872427251636982,0.214698572807014,0.24379648629575967,0.18823538806289433,0.19069518622756004,0.17873091121017934,0.19938165176659822,0.2140745342373848,0.264939445219934,0.2523705255538225,0.30717523431777954,0.045431528667257144,0.938523237,0.111883068,105,Omnivore,11.333333333333334,1283952.794,0.22,3.7,Resident,0.29895138467848303
Piping Plover,Charadrius melodus,Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius_melodus,2.1692042980790136,1.1392692009210585,1.1263843050599098,0.8336787557601929,0.8670170900821685,0.7228560358434916,0.7177816422134637,0.7575756333321333,0.9401598400771618,2.6442305406928064,1.6698359227776527,0.6955695948427961,0.049941067,0,54.40833333,Invertebrate,2.5,722549.8016,0.11,3.64,Migrant,2.336742976784706
Prairie Falcon,Falco mexicanus,Falconiformes,Falconidae (Falcons and Caracaras),Falco_mexicanus,0.47193822617828846,0.4524754275381565,0.355102294832468,0.26410167706012727,0.24281743521243335,0.30603548657149077,0.24709695994108916,0.26372917944192886,0.47116280063986776,0.51973664650321,0.6564439864903688,0.1417552008096787,0.518123439,0.005096072,754.5,VertFishScav,1,5424849.112,0.33,4.56,Migrant,0.5790280083864927
Prothonotary Warbler,Protonotaria citrea,Passeriformes,Parulidae (New World Warblers),Protonotaria_citrea,0.35464048258960246,1.1278028705120087,1.4461549521684647,0.9595256895273924,1.047175246298313,1.1314983688890934,1.4172750070095061,1.8466820960640908,0.8794713640809059,0.6135464605093003,0.45266524071991443,0.46822433692943455,0.273329882,0.19341519,14.95,Invertebrate,1,4050468.529,0,4.55,Migrant,0.35548926594853403
Purple Finch,Haemorhous purpureus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_purpureus,1.333110408127308,1.1926588019430637,0.9733631140291691,0.689798267185688,0.4615184249430895,0.49860154385864736,0.682071218892932,0.930573384732008,1.7446928175091743,1.950284940123558,1.6799960414469242,0.5013560244207215,0.421825949,0.143626284,25.23333333,PlantSeed,1.9166666666666667,7951918.701,0.11,3.94,Migrant,1.3798959518969058
Pygmy Nuthatch,Sitta pygmaea,Passeriformes,Sittidae (Nuthatches),Sitta_pygmaea,0.932791506960988,0.9434715259820223,0.7279814572185278,0.6385156011432409,0.4140794560834765,0.46683698157966136,0.47824321438372136,1.1228550487458706,1.3525114097595214,1.149029057621956,1.5375483922958375,0.36801934225116145,0.371030447,0.17491013,10.6,Invertebrate,3.4166666666666665,1952563.386,0,7.08,Resident,1.156020755648613
Red-bellied Woodpecker,Melanerpes carolinus,Piciformes,Picidae (Woodpeckers),Melanerpes_carolinus,3.8498119797110557,3.781187522649765,3.8466623998880385,3.374154753983021,2.584717003285885,3.0145150508880616,3.9139515990614893,4.134313406944275,3.799673668503761,3.665942464888096,3.7366387063264845,0.4294004950873125,0.683611543,0.184749663,71.775,Omnivore,1,3074038.717,0.33,4.24,Resident,3.650359229683876
Red-breasted Merganser,Mergus serrator,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mergus_serrator,2.774164089143276,2.794912965476513,2.2194049318134783,0.9987141852080822,0.8388068841546774,0.7796735002845526,0.5634665878564119,0.6064053395986557,1.0198529204428195,2.2205007624030113,2.4153264035582542,0.9381042057903604,-0.018090258,0.067482041,1042.583333,VertFishScav,3.4166666666666665,37123252.9,0.22,9.2,Migrant,2.8201741508841516
Red-breasted Nuthatch,Sitta canadensis,Passeriformes,Sittidae (Nuthatches),Sitta_canadensis,1.5133355213999748,1.4317315879166126,1.133239096969366,0.6510028964281083,0.32109387569129466,0.3873929809778929,0.584521968960762,0.9736561946570873,1.4679257270395756,1.8228987914025783,1.9821506105959414,0.5846331840009343,0.45075494,0.174513509,10.35,Omnivore,1.0833333333333333,12247383.86,0.22,5.78,Resident,1.8132229398489
Red-crowned Parrot,Amazona viridigenalis,Psittaciformes,Psittacidae (New World and African Parrots),Amazona_viridigenalis,33.20970750427246,21.77424356842041,20.544347177505493,19.66280151081085,18.45407450056076,21.08262327003479,19.617308508872984,19.117896420001983,20.47576885318756,21.55004430103302,30.36722630214691,5.265867082167416,0.995105643,0.135863802,319,PlantSeed,6.75,7808.760918,0.11,3.4,Resident,31.283609148025512
Red-headed Woodpecker,Melanerpes erythrocephalus,Piciformes,Picidae (Woodpeckers),Melanerpes_erythrocephalus,1.7449265847504138,1.8672158638238907,1.7784262297153473,1.24117178145051,0.8001378740817309,0.8230773739665747,0.9105026349723339,1.6608965142965317,1.9612147130966187,2.162860898435116,1.882151632964611,0.492266892445651,0.474229108,0.172693035,71.6,Invertebrate,1.0833333333333333,5461218.413,0.33,4.74,Migrant,2.016478113800287
Red-naped Sapsucker,Sphyrapicus nuchalis,Piciformes,Picidae (Woodpeckers),Sphyrapicus_nuchalis,0.5823546070829034,0.2850389150902629,0.29036471819877624,0.2870395697131753,0.24958047676831485,0.2409031295105815,0.2842226480618119,0.312632017120719,0.3001680197864771,0.41333277203142643,0.48504616823792457,0.12000126178291588,0.389164092,0.073364564,50.3,Omnivore,1,3613626.229,0.11,4.8,Migrant,0.5519976470693946
Red-necked Grebe,Podiceps grisegena,Podicipediformes,Podicipedidae (Grebes),Podiceps_grisegena,1.3235113122463227,2.1849134072065355,2.1207472209334375,1.4440633875131608,0.9445799138247967,0.8662432844042778,0.7199518768638372,0.7244650325030089,1.0422891293466092,1.1886053761839868,0.995505043655634,0.4871999748502538,-0.245812674,0.014161996,946.5,Omnivore,1.8333333333333333,23975840.68,0.11,4.5,Migrant,1.0520631074011326
Red-shouldered Hawk,Buteo lineatus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Buteo_lineatus,4.03576396638155,4.1002364282608035,4.204806551992894,3.7340650238990785,3.014786854028702,3.098544178545475,3.600566740334034,4.3660593568086625,4.220234620988369,3.6351431376338006,3.9041836200356483,0.4322764314462523,0.671646943,0.019154579,616,VertFishScav,1,4090757.666,0.11,3.12,Migrant,3.5560264135599136
Red-tailed Hawk,Buteo jamaicensis,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Buteo_jamaicensis,2.4312351218163966,2.290211302369833,2.2605854750573635,2.0606717100143435,1.2437944981753826,1.3434976613223553,1.3978178199976683,1.980429769307375,2.441126208901405,2.5472045116722586,2.663671491622925,0.5018919126171831,0.673416212,0.006233486,1126,VertFishScav,1,15890220.14,0.44,2.24,Migrant,2.4886025982797144
Red-throated Loon,Gavia stellata,Gaviiformes,Gaviidae (Loons),Gavia_stellata,1.549017473578453,1.6690289035141468,1.2567746958434582,0.7144618569165468,0.5794499173164368,0.543525688752532,0.4098528144210577,0.4052866333127022,0.6847729929983616,1.1897769350111485,1.333016622364521,0.46417309083160113,-0.18555937,0.032458089,1603,VertFishScav,2,23354922.27,0.11,1.79,Migrant,1.3830067555606365
Red-winged Blackbird,Agelaius phoeniceus,Passeriformes,Icteridae (Troupials and Allies),Agelaius_phoeniceus,3.1573240891695025,2.5894994230270387,2.2887678338885307,1.682177173256874,1.3649547764658927,1.5713406677544117,1.9175616015791892,2.184893037468195,2.714591873586178,2.9063370476961135,3.051644235819578,0.6166740313371493,0.472365759,0.17491013,54,Omnivore,6.333333333333333,14086988.41,0.11,3.28,Migrant,2.897719073623419
Red Crossbill,Loxia curvirostra,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Loxia_curvirostra,0.3810381265282631,0.4105517296791077,0.5027533810883761,0.3919610105380416,0.22758400640636683,0.25456427509337665,0.3031721250042319,0.35245092879235745,0.45172590933740137,0.5722671927213668,0.6710829804539681,0.13403202509268805,0.660988792,0.111883068,39.5,PlantSeed,3.3333333333333335,29572168.46,0.11,3.3,Migrant,0.5565129910260439
Red Knot,Calidris canutus,Charadriiformes,Scolopacidae (Sandpipers and Allies),Calidris_canutus,1.4029437122941018,1.7500586361289023,1.8963553314208985,0.7060142620950938,0.6967051731199027,0.7023015679866076,0.8005871308594942,0.983233457326889,1.3158888319432736,2.6594362785816195,2.173155754208565,0.6612533856168603,-0.208746098,0.004681652,137.0666667,Invertebrate,3.9166666666666665,6886500.212,0.33,3.87,Migrant,1.9069366409778594
Ring-billed Gull,Larus delawarensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Larus_delawarensis,5.500557455420494,4.784819005489349,4.126980803668499,3.201673930764198,2.7619798691272734,2.062474422544241,1.9825608998835087,2.398432728379965,3.2000794857740402,4.016405845582486,5.585679360330105,1.4591288434389098,0.277984978,0.134537639,518.5,VertFishScav,7.083333333333333,13104259.65,0.44,2.88,Migrant,6.278123685240746
Ring-necked Duck,Aythya collaris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya_collaris,3.7933982059359552,2.235108277618885,1.2905378585755825,0.8334854733794927,0.5283117811381817,0.60299429784715175,0.7283395591378212,0.9035607437193394,1.8124730715155601,2.90921108520031,4.403299344480038,1.6648414440300292,0.297710664,0.072732926,730,PlantSeed,4.75,14146924.79,0,8.84,Migrant,5.459195142447949
Ring-necked Pheasant,Phasianus colchicus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Phasianus_versicolor,0.8399190147519111,0.8267035045027733,0.7324614014625549,0.6528455290645361,0.584089647397399,0.6750711507201195,0.7471278580129147,0.7780750392526388,0.8111178155243397,0.8535340636074543,0.9245813423395157,0.09717318072780735,-0.301355086,0.153910555,1000,PlantSeed,1,7424015.564,0.22,11.5,Resident,0.8327042966037989
Rock Wren,Salpinctes obsoletus,Passeriformes,Troglodytidae (Wrens),Salpinctes_obsoletus,0.4602386855557561,0.2890179006829858,0.23800372125208377,0.2028132452517748,0.18901075062155723,0.20101448652148246,0.19792070710659027,0.30352102091908456,0.5047529723346234,0.5049517782703042,0.6401756844520569,0.17820279911568204,0.433030459,0.009062627,16.5,Invertebrate,1,5545012.688,0.11,5.34,Migrant,0.6610703654140234
Rose-breasted Grosbeak,Pheucticus ludovicianus,Passeriformes,Cardinalidae (Cardinals and Allies),Pheucticus_ludovicianus,0.4301179332435131,0.5092429820224643,2.342128372490406,1.389656827688217,0.6441719274073839,0.6397012020200491,0.9162802989631891,2.453984048992395,3.4384413821697235,1.2101808965951204,0.6646985006034374,0.9688953798187996,0.474389268,0.187594606,45.1,Omnivore,1.0833333333333333,9097873.09,0.11,3.27,Migrant,0.5696320180892944
Ruby-crowned Kinglet,Regulus calendula,Passeriformes,Regulidae (Kinglets),Regulus_calendula,4.559621933817864,3.6512210656404496,3.5408180258870123,1.901550985455513,0.29046140211075544,0.25222619968652726,0.3208498997688293,1.2493058959841727,3.1658972663879394,4.03249508780241,4.235132339417935,1.7287423711760976,0.098440922,0.073084121,6.575,Invertebrate,1.5833333333333333,14199865.41,0,7.59,Migrant,4.514970597505569
Ruddy Duck,Oxyura jamaicensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oxyura_jamaicensis,5.154027468442917,4.079793172836304,2.4987165342271327,1.0543640352487564,0.8071459335535764,1.05594411277771,0.9861165282726287,1.2561283093094826,2.2500730153918265,3.4234863328933716,4.993540569126606,1.831711753516953,-0.078588359,0.155475671,550,Invertebrate,5.833333333333333,12305044.1,0.22,8.1,Migrant,5.699914533734321
Ruffed Grouse,Bonasa umbellus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Bonasa_umbellus,0.3601412092596292,0.3943511651307344,0.37178262475132945,0.3362942210882902,0.2839656954407692,0.26355774034559726,0.2910064130350947,0.3208231820613146,0.3550349080264568,0.36218216562271116,0.4238718039691448,0.04757478643200295,-0.341314658,0.053429668,532,PlantSeed,1,8067206.342,0,11.03,Resident,0.3760580207556486
Rufous Hummingbird,Selasphorus rufus,Caprimulgiformes,Trochilidae (Hummingbirds),Selasphorus_rufus,7.825966506481171,1.5647055471539497,1.3089887969493865,0.8669201633632183,0.6188942316174507,0.4894034682661295,0.6456164492368698,0.8857926532328129,1.5684822289645672,5.936988242506981,8.497235064744949,3.509719664382946,-0.24230323,0.040654138,3.5,FruiNect,1,2815788.343,0.22,1.96,Migrant,9.398753342866897
Sanderling,Calidris alba,Charadriiformes,Scolopacidae (Sandpipers and Allies),Calidris_alba,1.6543353741765023,1.4549805506765843,1.3430514178872108,1.016460263028741,1.0509491426348687,0.8850837809145451,0.9653140383958817,1.0087495192289353,1.0676389441192151,1.4779670586884022,1.5211377119719982,0.29612886504587665,0.03545167,0.023888683,55.55,Invertebrate,8.416666666666666,13195669.09,0.22,3.93,Migrant,1.727101797223091
Sandhill Crane,Antigone canadensis,Gruiformes,Gruidae (Cranes),Grus_canadensis,1.5005970257222652,1.0416982653737068,0.7187806129604578,0.6126749483197927,0.5226810957044363,0.5924079105407,0.6121560305655003,0.7490058841407299,1.0569346927404404,1.3500678675472737,1.8339536759257316,0.4455975140071943,0.351593189,0.154961797,4170,Omnivore,3.8333333333333335,14709506.94,0.11,1.94,Migrant,1.5245433178544046
Sandwich Tern,Thalasseus sandvicensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Sterna_sandvicensis,1.3641994562745094,1.878241562485695,1.704457450300455,1.5972155912220478,1.745099954932928,1.5493686954975128,1.9327315861284733,1.6993646255731583,1.5814958506524563,2.3675162850022318,1.8823731823861598,0.25313001989162237,0.236446429,0.004681652,208,VertFishScav,3.6666666666666665,7939169.678,0.22,1.21,Migrant,1.6457388470172882
Savannah Sparrow,Passerculus sandwichensis,Passeriformes,Passerellidae (New World Sparrows),Passerculus_sandwichensis,1.4919463703334332,1.6951212563812732,1.574269288212061,1.0804254831671716,0.6819369148761034,0.7284177884906531,0.7481244883090258,1.042784515336156,1.7495827528834342,1.6744463762640953,1.4317140882611274,0.40010168486973746,0.080036749,0.14278378,20.2,Omnivore,2.5,19172117.17,0.56,3.87,Migrant,1.4112759225070477
Say's Phoebe,Sayornis saya,Passeriformes,Tyrannidae (Tyrant Flycatchers),Sayornis_saya,2.3644739603996277,1.0426996477842332,0.9244520150274038,0.6167627359032631,0.5564142083376646,0.6983952016830445,0.699797058686614,1.920990701496601,3.6845797593593597,3.265035137683153,3.4932156455218792,1.2368574363236218,0.093850805,0.023556822,21,Invertebrate,1,8477668.173,0.22,3.98,Migrant,2.916930964231491
Scissor-tailed Flycatcher,Tyrannus forficatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),Tyrannus_forficatus,0.5076001377403736,1.473988455504179,2.1906531655192376,2.345118678033352,2.0863536342680455,2.588755943059921,2.271375906467438,2.572490538775921,2.497076744019985,1.7007939826250076,0.7489783819615841,0.7787525374883564,0.083196653,0.073084121,39.3,Invertebrate,1.9166666666666667,2047549.892,0.44,4.58,Migrant,0.6505285130739212
Semipalmated Plover,Charadrius semipalmatus,Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius_semipalmatus,1.6169144467413425,1.5055364711582662,1.3992818009853363,0.9337518756687642,1.0857487095892429,0.9113653776794672,1.0143966118991374,1.011513396501541,1.031922917097807,1.625391100794077,1.7380407313108444,0.35040490389452184,0.096329497,0,52,Invertebrate,4.083333333333333,17831996.02,0.22,3.79,Migrant,1.8783750488460065
