COMMON_NAME,SCIENTIFIC_NAME,IUCN_category,TipLabel
Black-throated Coucal,Centropus leucogaster,LC,Centropus_leucogaster
Senegal Coucal,Centropus senegalensis,LC,Centropus_senegalensis
Blue-headed Coucal,Centropus monachus,LC,Centropus_monachus
Coppery-tailed Coucal,Centropus cupreicaudus,LC,Centropus_cupreicaudus
White-browed Coucal,Centropus superciliosus,LC,Centropus_superciliosus
Javan Coucal,Centropus nigrorufus,VU,Centropus_nigrorufus
Greater Coucal,Centropus sinensis,LC,Centropus_sinensis
Andaman Coucal,Centropus andamanensis,LC,Centropus_andamanensis
Goliath Coucal,Centropus goliath,LC,Centropus_goliath
Madagascar Coucal,Centropus toulou,LC,Centropus_toulou
Black Coucal,Centropus grillii,LC,Centropus_grillii
Philippine Coucal,Centropus viridis,LC,Centropus_viridis
Lesser Coucal,Centropus bengalensis,LC,Centropus_bengalensis
Violaceous Coucal,Centropus violaceus,NT,Centropus_violaceus
Black-billed Coucal,Centropus bernsteini,LC,Centropus_bernsteini
Pheasant Coucal,Centropus phasianinus,LC,Centropus_phasianinus
Kai Coucal,Centropus spilopterus,LC,Centropus_spilopterus
Raffles's Malkoha,Rhinortha chlorophaea,LC,Phaenicophaeus_chlorophaeus
Chattering Yellowbill,Ceuthmochares aereus,LC,Ceuthmochares_aereus
Sirkeer Malkoha,Taccocua leschenaultii,LC,Phaenicophaeus_leschenaultii
Red-billed Malkoha,Zanclostomus javanicus,LC,Phaenicophaeus_javanicus
Red-faced Malkoha,Phaenicophaeus pyrrhocephalus,VU,Phaenicophaeus_pyrrhocephalus
Blue-faced Malkoha,Phaenicophaeus viridirostris,LC,Phaenicophaeus_viridirostris
Black-bellied Malkoha,Phaenicophaeus diardi,NT,Phaenicophaeus_diardi
Chestnut-bellied Malkoha,Phaenicophaeus sumatranus,NT,Phaenicophaeus_sumatranus
Green-billed Malkoha,Phaenicophaeus tristis,LC,Phaenicophaeus_tristis
Chestnut-breasted Malkoha,Phaenicophaeus curvirostris,LC,Phaenicophaeus_curvirostris
Red-crested Malkoha,Dasylophus superciliosus,LC,Phaenicophaeus_superciliosus
Scale-feathered Malkoha,Lepidogrammus cumingi,LC,Phaenicophaeus_cumingi
Yellow-billed Malkoha,Rhamphococcyx calyorhynchus,LC,Phaenicophaeus_calyorhynchus
Jacobin Cuckoo,Clamator jacobinus,LC,Clamator_jacobinus
Levaillant's Cuckoo,Clamator levaillantii,LC,Clamator_levaillantii
Chestnut-winged Cuckoo,Clamator coromandus,LC,Clamator_coromandus
Great Spotted Cuckoo,Clamator glandarius,LC,Clamator_glandarius
Little Cuckoo,Coccycua minuta,LC,Coccycua_minuta
Dwarf Cuckoo,Coccycua pumila,LC,Coccycua_pumila
Ash-colored Cuckoo,Coccycua cinerea,LC,Coccycua_cinerea
Common Squirrel-cuckoo,Piaya cayana,LC,Piaya_cayana
Black-bellied Cuckoo,Piaya melanogaster,LC,Piaya_melanogaster
Yellow-billed Cuckoo,Coccyzus americanus,LC,Coccyzus_americanus
Pearly-breasted Cuckoo,Coccyzus euleri,LC,Coccyzus_euleri
Mangrove Cuckoo,Coccyzus minor,LC,Coccyzus_minor
Cocos Cuckoo,Coccyzus ferrugineus,VU,Coccyzus_ferrugineus
Dark-billed Cuckoo,Coccyzus melacoryphus,LC,Coccyzus_melacoryphus
Black-billed Cuckoo,Coccyzus erythropthalmus,LC,Coccyzus_erythropthalmus
Grey-capped Cuckoo,Coccyzus lansbergi,LC,Coccyzus_lansbergi
Chestnut-bellied Cuckoo,Coccyzus pluvialis,LC,Coccyzus_pluvialis
Bay-breasted Cuckoo,Coccyzus rufigularis,EN,Coccyzus_rufigularis
Cuban Lizard-cuckoo,Coccyzus merlini,LC,Coccyzus_merlini
Jamaican Lizard-cuckoo,Coccyzus vetula,LC,Coccyzus_vetula
Hispaniolan Lizard-cuckoo,Coccyzus longirostris,LC,Coccyzus_longirostris
Puerto Rican Lizard-cuckoo,Coccyzus vieilloti,LC,Coccyzus_vieilloti
Thick-billed Cuckoo,Pachycoccyx audeberti,LC,Pachycoccyx_audeberti
Dwarf Koel,Microdynamis parva,LC,Microdynamis_parva
Western Koel,Eudynamys scolopaceus,LC,Eudynamys_scolopaceus
Eastern Koel,Eudynamys orientalis,LC,Eudynamys_orientalis
Long-tailed Koel,Urodynamis taitensis,LC,Eudynamys_taitensis
Channel-billed Cuckoo,Scythrops novaehollandiae,LC,Scythrops_novaehollandiae
Long-billed Cuckoo,Chalcites megarhynchus,LC,Rhamphomantis_megarhynchus
Horsfield's Bronze-cuckoo,Chalcites basalis,LC,Chrysococcyx_basalis
Black-eared Cuckoo,Chalcites osculans,LC,Chrysococcyx_osculans
Rufous-throated Bronze-cuckoo,Chalcites ruficollis,LC,Chrysococcyx_ruficollis
Shining Bronze-cuckoo,Chalcites lucidus,LC,Chrysococcyx_lucidus
White-eared Bronze-cuckoo,Chalcites meyerii,LC,Chrysococcyx_meyeri
Little Bronze-cuckoo,Chalcites minutillus,LC,Chrysococcyx_minutillus
Pied Bronze-cuckoo,Chalcites crassirostris,LC,Chrysococcyx_crassirostris
Asian Emerald Cuckoo,Chrysococcyx maculatus,LC,Chrysococcyx_maculatus
Violet Cuckoo,Chrysococcyx xanthorhynchus,LC,Chrysococcyx_xanthorhynchus
Yellow-throated Cuckoo,Chrysococcyx flavigularis,LC,Chrysococcyx_flavigularis
Klaas's Cuckoo,Chrysococcyx klaas,LC,Chrysococcyx_klaas
African Emerald Cuckoo,Chrysococcyx cupreus,LC,Chrysococcyx_cupreus
Diederik Cuckoo,Chrysococcyx caprius,LC,Chrysococcyx_caprius
Chestnut-breasted Cuckoo,Cacomantis castaneiventris,LC,Cacomantis_castaneiventris
Fan-tailed Cuckoo,Cacomantis flabelliformis,LC,Cacomantis_flabelliformis
Banded Bay Cuckoo,Cacomantis sonneratii,LC,Cacomantis_sonneratii
Plaintive Cuckoo,Cacomantis merulinus,LC,Cacomantis_merulinus
Grey-bellied Cuckoo,Cacomantis passerinus,LC,Cacomantis_passerinus
Brush Cuckoo,Cacomantis variolosus,LC,Cacomantis_variolosus
Moluccan Cuckoo,Cacomantis aeruginosus,LC,Cacomantis_heinrichi
Pallid Cuckoo,Heteroscenes pallidus,LC,Cuculus_pallidus
White-crowned Cuckoo,Caliechthrus leucolophus,LC,Caliechthrus_leucolophus
Dusky Long-tailed Cuckoo,Cercococcyx mechowi,LC,Cercococcyx_mechowi
Olive Long-tailed Cuckoo,Cercococcyx olivinus,LC,Cercococcyx_olivinus
Barred Long-tailed Cuckoo,Cercococcyx montanus,LC,Cercococcyx_montanus
Square-tailed Drongo-cuckoo,Surniculus lugubris,LC,Surniculus_lugubris
Philippine Drongo-cuckoo,Surniculus velutinus,LC,Surniculus_velutinus
Large Hawk-cuckoo,Hierococcyx sparverioides,LC,Cuculus_sparverioides
Common Hawk-cuckoo,Hierococcyx varius,LC,Cuculus_varius
Moustached Hawk-cuckoo,Hierococcyx vagans,NT,Cuculus_vagans
Sulawesi Cuckoo,Cuculus crassirostris,LC,Cuculus_crassirostris
Red-chested Cuckoo,Cuculus solitarius,LC,Cuculus_solitarius
Black Cuckoo,Cuculus clamosus,LC,Cuculus_clamosus
Indian Cuckoo,Cuculus micropterus,LC,Cuculus_micropterus
Common Cuckoo,Cuculus canorus,LC,Cuculus_canorus
African Cuckoo,Cuculus gularis,LC,Cuculus_gularis
Oriental Cuckoo,Cuculus saturatus,LC,Cuculus_saturatus
Sunda Cuckoo,Cuculus lepidus,LC,Cuculus_lepidus
Lesser Cuckoo,Cuculus poliocephalus,LC,Cuculus_poliocephalus
Madagascar Cuckoo,Cuculus rochii,LC,Cuculus_rochii
African Finfoot,Podica senegalensis,LC,Podica_senegalensis
Masked Finfoot,Heliopais personatus,EN,Heliopais_personatus
Sungrebe,Heliornis fulica,LC,Heliornis_fulica
White-spotted Flufftail,Sarothrura pulchra,LC,Sarothrura_pulchra
Buff-spotted Flufftail,Sarothrura elegans,LC,Sarothrura_elegans
Red-chested Flufftail,Sarothrura rufa,LC,Sarothrura_rufa
Chestnut-headed Flufftail,Sarothrura lugens,LC,Sarothrura_lugens
Streaky-breasted Flufftail,Sarothrura boehmi,LC,Sarothrura_boehmi
Striped Flufftail,Sarothrura affinis,LC,Sarothrura_affinis
Madagascar Flufftail,Sarothrura insularis,LC,Sarothrura_insularis
White-winged Flufftail,Sarothrura ayresi,CR,Sarothrura_ayresi
Slender-billed Flufftail,Sarothrura watersi,EN,Sarothrura_watersi
Nkulengu Rail,Himantornis haematopus,LC,Himantornis_haematopus
Grey-throated Rail,Canirallus oculeus,LC,Canirallus_oculeus
Chestnut Forest-rail,Rallicula rubra,LC,Rallina_rubra
White-striped Forest-rail,Rallicula leucospila,NT,Rallina_leucospila
Forbes's Forest-rail,Rallicula forbesi,LC,Rallina_forbesi
Mayr's Forest-rail,Rallicula mayri,LC,Rallina_mayri
Red-necked Crake,Rallina tricolor,LC,Rallina_tricolor
Andaman Crake,Rallina canningi,LC,Rallina_canningi
Red-legged Crake,Rallina fasciata,LC,Rallina_fasciata
Slaty-legged Crake,Rallina eurizonoides,LC,Rallina_eurizonoides
Swinhoe's Rail,Coturnicops exquisitus,VU,Coturnicops_exquisitus
Yellow Rail,Coturnicops noveboracensis,LC,Coturnicops_noveboracensis
Speckled Rail,Coturnicops notatus,LC,Coturnicops_notatus
Ocellated Crake,Micropygia schomburgkii,LC,Micropygia_schomburgkii
Chestnut-headed Crake,Rufirallus castaneiceps,LC,Anurolimnas_castaneiceps
Russet-crowned Crake,Rufirallus viridis,LC,Anurolimnas_viridis
Rufous-sided Crake,Laterallus melanophaius,LC,Laterallus_melanophaius
Rusty-flanked Crake,Laterallus levraudi,VU,Laterallus_levraudi
Ruddy Crake,Laterallus ruber,LC,Laterallus_ruber
White-throated Crake,Laterallus albigularis,LC,Laterallus_albigularis
Grey-breasted Crake,Laterallus exilis,LC,Laterallus_exilis
Black Rail,Laterallus jamaicensis,NT,Laterallus_jamaicensis
Junin Rail,Laterallus tuerosi,EN,Laterallus_tuerosi
Galapagos Rail,Laterallus spilonota,VU,Laterallus_spilonotus
Red-and-white Crake,Laterallus leucopyrrhus,LC,Laterallus_leucopyrrhus
Rufous-faced Crake,Laterallus xenopterus,VU,Laterallus_xenopterus
Mangrove Rail,Rallus longirostris,LC,Rallus_longirostris
King Rail,Rallus elegans,NT,Rallus_elegans
Clapper Rail,Rallus crepitans,LC,Rallus_longirostris
Plain-flanked Rail,Rallus wetmorei,EN,Rallus_wetmorei
Virginia Rail,Rallus limicola,LC,Rallus_limicola
Bogota Rail,Rallus semiplumbeus,EN,Rallus_semiplumbeus
Austral Rail,Rallus antarcticus,VU,Rallus_antarcticus
Western Water Rail,Rallus aquaticus,LC,Rallus_aquaticus
African Rail,Rallus caerulescens,LC,Rallus_caerulescens
Madagascar Rail,Rallus madagascariensis,VU,Rallus_madagascariensis
Snoring Rail,Aramidopsis plateni,VU,Aramidopsis_plateni
Slaty-breasted Rail,Lewinia striata,LC,Gallirallus_striatus
Brown-banded Rail,Lewinia mirifica,DD,Lewinia_mirifica
Lewin's Rail,Lewinia pectoralis,LC,Lewinia_pectoralis
Auckland Rail,Lewinia muelleri,VU,Lewinia_muelleri
Drummer Rail,Habroptila wallacii,VU,Habroptila_wallacii
Calayan Rail,Gallirallus calayanensis,VU,Gallirallus_calayanensis
Weka,Gallirallus australis,VU,Gallirallus_australis
Chestnut Rail,Eulabeornis castaneoventris,LC,Eulabeornis_castaneoventris
Okinawa Rail,Hypotaenidia okinawae,EN,Gallirallus_okinawae
Barred Rail,Hypotaenidia torquata,LC,Gallirallus_torquatus
New Britain Rail,Hypotaenidia insignis,NT,Gallirallus_insignis
Roviana Rail,Hypotaenidia rovianae,NT,Gallirallus_rovianae
Guam Rail,Hypotaenidia owstoni,EW,Gallirallus_owstoni
Lord Howe Woodhen,Hypotaenidia sylvestris,EN,Gallirallus_sylvestris
Buff-banded Rail,Hypotaenidia philippensis,LC,Gallirallus_philippensis
White-throated Rail,Dryolimnas cuvieri,LC,Dryolimnas_cuvieri
African Crake,Crex egregia,LC,Crecopsis_egregia
Corncrake,Crex crex,LC,Crex_crex
Rouget's Rail,Rougetius rougetii,NT,Rougetius_rougetii
Inaccessible Rail,Atlantisia rogersi,VU,Atlantisia_rogersi
Giant Wood-rail,Aramides ypecaha,LC,Aramides_ypecaha
Brown Wood-rail,Aramides wolfi,VU,Aramides_wolfi
Little Wood-rail,Aramides mangle,LC,Aramides_mangle
Grey-necked Wood-rail,Aramides cajaneus,LC,Aramides_cajanea
Rufous-necked Wood-rail,Aramides axillaris,LC,Aramides_axillaris
Red-winged Wood-rail,Aramides calopterus,LC,Aramides_calopterus
Slaty-breasted Wood-rail,Aramides saracura,LC,Aramides_saracura
Uniform Crake,Amaurolimnas concolor,LC,Amaurolimnas_concolor
Zapata Rail,Cyanolimnas cerverai,CR,Cyanolimnas_cerverai
Colombian Crake,Neocrex colombiana,DD,Neocrex_colombiana
Paint-billed Crake,Neocrex erythrops,LC,Neocrex_erythrops
Spotted Rail,Pardirallus maculatus,LC,Pardirallus_maculatus
Blackish Rail,Pardirallus nigricans,LC,Pardirallus_nigricans
Plumbeous Rail,Pardirallus sanguinolentus,LC,Pardirallus_sanguinolentus
Blue-faced Rail,Gymnocrex rosenbergii,VU,Gymnocrex_rosenbergii
Talaud Rail,Gymnocrex talaudensis,EN,Gymnocrex_talaudensis
Bare-eyed Rail,Gymnocrex plumbeiventris,LC,Gymnocrex_plumbeiventris
Yellow-breasted Crake,Hapalocrex flaviventer,LC,Porzana_flaviventer
Black-banded Crake,Porzana fasciata,LC,Anurolimnas_fasciatus
Dot-winged Crake,Porzana spiloptera,VU,Porzana_spiloptera
Ash-throated Crake,Porzana albicollis,LC,Porzana_albicollis
Sora,Porzana carolina,LC,Porzana_carolina
Spotted Crake,Porzana porzana,LC,Porzana_porzana
Australian Crake,Porzana fluminea,LC,Porzana_fluminea
Ruddy-breasted Crake,Zapornia fusca,LC,Porzana_fusca
Band-bellied Crake,Zapornia paykullii,NT,Porzana_paykullii
Brown Crake,Zapornia akool,LC,Amaurornis_akool
Black Crake,Zapornia flavirostra,LC,Amaurornis_flavirostra
Little Crake,Zapornia parva,LC,Porzana_parva
Baillon's Crake,Zapornia pusilla,LC,Porzana_pusilla
Sakalava Rail,Zapornia olivieri,EN,Amaurornis_olivieri
Black-tailed Crake,Zapornia bicolor,LC,Amaurornis_bicolor
Henderson Crake,Zapornia atra,VU,Porzana_atra
Spotless Crake,Zapornia tabuensis,LC,Porzana_tabuensis
Isabelline Bush-hen,Amaurornis isabellina,LC,Amaurornis_isabellina
Philippine Bush-hen,Amaurornis olivacea,LC,Amaurornis_olivacea
Talaud Bush-hen,Amaurornis magnirostris,VU,Amaurornis_magnirostris
Pale-vented Bush-hen,Amaurornis moluccana,LC,Amaurornis_moluccana
White-breasted Waterhen,Amaurornis phoenicurus,LC,Amaurornis_phoenicurus
White-browed Crake,Amaurornis cinerea,LC,Porzana_cinerea
Striped Crake,Amaurornis marginalis,LC,Aenigmatolimnas_marginalis
New Guinea Flightless Rail,Megacrex inepta,LC,Megacrex_inepta
Watercock,Gallicrex cinerea,LC,Gallicrex_cinerea
Purple Swamphen,Porphyrio porphyrio,LC,Porphyrio_porphyrio
South Island Takahe,Porphyrio hochstetteri,EN,Porphyrio_hochstetteri
Allen's Gallinule,Porphyrio alleni,LC,Porphyrio_alleni
Azure Gallinule,Porphyrio flavirostris,LC,Porphyrio_flavirostris
Makira Moorhen,Pareudiastes silvestris,CR,Gallinula_silvestris
Tristan Moorhen,Gallinula nesiotis,EX,Gallinula_nesiotis
Gough Moorhen,Gallinula comeri,VU,Gallinula_nesiotis
Common Moorhen,Gallinula chloropus,LC,Gallinula_chloropus
Dusky Moorhen,Gallinula tenebrosa,LC,Gallinula_tenebrosa
Lesser Moorhen,Gallinula angulata,LC,Gallinula_angulata
Spot-flanked Gallinule,Gallinula melanops,LC,Gallinula_melanops
Black-tailed Native-hen,Tribonyx ventralis,LC,Gallinula_ventralis
Tasmanian Native-hen,Tribonyx mortierii,LC,Gallinula_mortierii
Red-knobbed Coot,Fulica cristata,LC,Fulica_cristata
Common Coot,Fulica atra,LC,Fulica_atra
Hawaiian Coot,Fulica alai,VU,Fulica_alai
American Coot,Fulica americana,LC,Fulica_americana
White-winged Coot,Fulica leucoptera,LC,Fulica_leucoptera
Andean Coot,Fulica ardesiaca,LC,Fulica_ardesiaca
Red-gartered Coot,Fulica armillata,LC,Fulica_armillata
Red-fronted Coot,Fulica rufifrons,LC,Fulica_rufifrons
Giant Coot,Fulica gigantea,LC,Fulica_gigantea
Horned Coot,Fulica cornuta,NT,Fulica_cornuta
Grey-winged Trumpeter,Psophia crepitans,NT,Psophia_crepitans
White-winged Trumpeter,Psophia leucoptera,NT,Psophia_leucoptera
Green-winged Trumpeter,Psophia viridis,VU,Psophia_viridis
Limpkin,Aramus guarauna,LC,Aramus_guarauna
Grey Crowned-crane,Balearica regulorum,EN,Balearica_regulorum
Black Crowned-crane,Balearica pavonina,VU,Balearica_pavonina
Siberian Crane,Leucogeranus leucogeranus,CR,Grus_leucogeranus
Sandhill Crane,Antigone canadensis,LC,Grus_canadensis
White-naped Crane,Antigone vipio,VU,Grus_vipio
Sarus Crane,Antigone antigone,VU,Grus_antigone
Brolga,Antigone rubicunda,LC,Grus_rubicunda
Wattled Crane,Bugeranus carunculatus,VU,Grus_carunculatus
Blue Crane,Anthropoides paradiseus,VU,Grus_paradisea
Demoiselle Crane,Anthropoides virgo,LC,Grus_virgo
Red-crowned Crane,Grus japonensis,EN,Grus_japonensis
Whooping Crane,Grus americana,EN,Grus_americana
Common Crane,Grus grus,LC,Grus_grus
Hooded Crane,Grus monacha,VU,Grus_monacha
Black-necked Crane,Grus nigricollis,VU,Grus_nigricollis
Little Bustard,Tetrax tetrax,NT,Tetrax_tetrax
Great Bustard,Otis tarda,VU,Otis_tarda
African Houbara,Chlamydotis undulata,VU,Chlamydotis_undulata
Hartlaub's Bustard,Lissotis hartlaubii,LC,Eupodotis_hartlaubii
Black-bellied Bustard,Lissotis melanogaster,LC,Eupodotis_melanogaster
Ludwig's Bustard,Neotis ludwigii,EN,Neotis_ludwigii
Denham's Bustard,Neotis denhami,NT,Neotis_denhami
Heuglin's Bustard,Neotis heuglinii,LC,Neotis_heuglinii
Nubian Bustard,Neotis nuba,NT,Neotis_nuba
Arabian Bustard,Ardeotis arabs,NT,Ardeotis_arabs
Kori Bustard,Ardeotis kori,NT,Ardeotis_kori
Great Indian Bustard,Ardeotis nigriceps,CR,Ardeotis_nigriceps
Australian Bustard,Ardeotis australis,LC,Ardeotis_australis
Bengal Florican,Houbaropsis bengalensis,CR,Houbaropsis_bengalensis
Lesser Florican,Sypheotides indicus,EN,Sypheotides_indicus
Savile's Bustard,Lophotis savilei,LC,Eupodotis_savilei
Buff-crested Bustard,Lophotis gindiana,LC,Eupodotis_gindiana
Red-crested Bustard,Lophotis ruficrista,LC,Eupodotis_ruficrista
Karoo Bustard,Heterotetrax vigorsii,LC,Eupodotis_vigorsii
Little Brown Bustard,Heterotetrax humilis,NT,Eupodotis_humilis
White-bellied Bustard,Eupodotis senegalensis,LC,Eupodotis_senegalensis
Blue Bustard,Eupodotis caerulescens,NT,Eupodotis_caerulescens
Great Blue Turaco,Corythaeola cristata,LC,Corythaeola_cristata
White-bellied Go-away-bird,Criniferoides leucogaster,LC,Corythaixoides_leucogaster
Eastern Plantain-eater,Crinifer zonurus,LC,Crinifer_zonurus
Western Plantain-eater,Crinifer piscator,LC,Crinifer_piscator
Brown-faced Go-away-bird,Corythaixoides personatus,LC,Corythaixoides_personatus
Grey Go-away-bird,Corythaixoides concolor,LC,Corythaixoides_concolor
Purple-crested Turaco,Gallirex porphyreolophus,LC,Tauraco_porphyreolophus
Ruwenzori Turaco,Gallirex johnstoni,LC,Ruwenzorornis_johnstoni
Schalow's Turaco,Tauraco schalowi,LC,Tauraco_schalowi
Hartlaub's Turaco,Tauraco hartlaubi,LC,Tauraco_hartlaubi
Black-billed Turaco,Tauraco schuettii,LC,Tauraco_schuetti
Livingstone's Turaco,Tauraco livingstonii,LC,Tauraco_livingstonii
Fischer's Turaco,Tauraco fischeri,NT,Tauraco_fischeri
Knysna Turaco,Tauraco corythaix,LC,Tauraco_corythaix
Green Turaco,Tauraco persa,LC,Tauraco_persa
White-cheeked Turaco,Tauraco leucotis,LC,Tauraco_leucotis
Ruspoli's Turaco,Tauraco ruspolii,VU,Tauraco_ruspolii
Bannerman's Turaco,Tauraco bannermani,EN,Tauraco_bannermani
Red-crested Turaco,Tauraco erythrolophus,LC,Tauraco_erythrolophus
White-crested Turaco,Tauraco leucolophus,LC,Tauraco_leucolophus
Yellow-billed Turaco,Tauraco macrorhynchus,LC,Tauraco_macrorhynchus
Ross's Turaco,Musophaga rossae,LC,Musophaga_rossae
Violet Turaco,Musophaga violacea,LC,Musophaga_violacea
Red-throated Loon,Gavia stellata,LC,Gavia_stellata
Arctic Loon,Gavia arctica,LC,Gavia_arctica
Pacific Loon,Gavia pacifica,LC,Gavia_pacifica
Common Loon,Gavia immer,LC,Gavia_immer
Yellow-billed Loon,Gavia adamsii,NT,Gavia_adamsii
King Penguin,Aptenodytes patagonicus,LC,Aptenodytes_patagonicus
Emperor Penguin,Aptenodytes forsteri,NT,Aptenodytes_forsteri
Gentoo Penguin,Pygoscelis papua,LC,Pygoscelis_papua
Adelie Penguin,Pygoscelis adeliae,LC,Pygoscelis_adeliae
Chinstrap Penguin,Pygoscelis antarcticus,LC,Pygoscelis_antarcticus
Royal Penguin,Eudyptes schlegeli,NT,Eudyptes_schlegeli
Macaroni Penguin,Eudyptes chrysolophus,VU,Eudyptes_chrysolophus
Northern Rockhopper Penguin,Eudyptes moseleyi,EN,Eudyptes_moseleyi
Southern Rockhopper Penguin,Eudyptes chrysocome,VU,Eudyptes_chrysocome
Erect-crested Penguin,Eudyptes sclateri,EN,Eudyptes_sclateri
Fiordland Penguin,Eudyptes pachyrhynchus,VU,Eudyptes_pachyrhynchus
Snares Penguin,Eudyptes robustus,VU,Eudyptes_robustus
Yellow-eyed Penguin,Megadyptes antipodes,EN,Megadyptes_antipodes
Little Penguin,Eudyptula minor,LC,Eudyptula_minor
African Penguin,Spheniscus demersus,EN,Spheniscus_demersus
Magellanic Penguin,Spheniscus magellanicus,NT,Spheniscus_magellanicus
Humboldt Penguin,Spheniscus humboldti,VU,Spheniscus_humboldti
Galapagos Penguin,Spheniscus mendiculus,EN,Spheniscus_mendiculus
Wilson's Storm-petrel,Oceanites oceanicus,LC,Oceanites_oceanicus
White-vented Storm-petrel,Oceanites gracilis,DD,Oceanites_gracilis
Grey-backed Storm-petrel,Garrodia nereis,LC,Garrodia_nereis
White-faced Storm-petrel,Pelagodroma marina,LC,Pelagodroma_marina
White-bellied Storm-petrel,Fregetta grallaria,LC,Fregetta_grallaria
Black-bellied Storm-petrel,Fregetta tropica,LC,Fregetta_tropica
New Zealand Storm-petrel,Fregetta maoriana,CR,Oceanites_maorianus
Polynesian Storm-petrel,Nesofregetta fuliginosa,EN,Nesofregetta_fuliginosa
European Storm-petrel,Hydrobates pelagicus,LC,Hydrobates_pelagicus
Monteiro's Storm-petrel,Hydrobates monteiroi,VU,Oceanodroma_monteiroi
Matsudaira's Storm-petrel,Hydrobates matsudairae,VU,Oceanodroma_matsudairae
Black Storm-petrel,Hydrobates melania,LC,Oceanodroma_melania
Ashy Storm-petrel,Hydrobates homochroa,EN,Oceanodroma_homochroa
Least Storm-petrel,Hydrobates microsoma,LC,Halocyptena_microsoma
Wedge-rumped Storm-petrel,Hydrobates tethys,LC,Oceanodroma_tethys
Leach's Storm-petrel,Hydrobates leucorhous,VU,Oceanodroma_leucorhoa
Swinhoe's Storm-petrel,Hydrobates monorhis,NT,Oceanodroma_monorhis
Tristram's Storm-petrel,Hydrobates tristrami,NT,Oceanodroma_tristrami
Markham's Storm-petrel,Hydrobates markhami,DD,Oceanodroma_markhami
Fork-tailed Storm-petrel,Hydrobates furcatus,LC,Oceanodroma_furcata
Ringed Storm-petrel,Hydrobates hornbyi,DD,Oceanodroma_hornbyi
Northern Royal Albatross,Diomedea sanfordi,EN,Diomedea_sanfordi
Southern Royal Albatross,Diomedea epomophora,VU,Diomedea_epomophora
