COMMON_NAME,SCIENTIFIC_NAME,IUCN_category,TipLabel
White-rumped Swift,Apus caffer,LC,Apus_caffer
Bates's Swift,Apus batesi,LC,Apus_batesi
Horus Swift,Apus horus,LC,Apus_horus
House Swift,Apus nipalensis,LC,Apus_nipalensis
Little Swift,Apus affinis,LC,Apus_affinis
Nyanza Swift,Apus niansae,LC,Apus_niansae
Bradfield's Swift,Apus bradfieldi,LC,Apus_bradfieldi
African Swift,Apus barbatus,LC,Apus_barbatus
Fernando Po Swift,Apus sladeniae,DD,Apus_sladeniae
Madagascar Swift,Apus balstoni,LC,Apus_balstoni
Forbes-Watson's Swift,Apus berliozi,LC,Apus_berliozi
Plain Swift,Apus unicolor,LC,Apus_unicolor
Alexander's Swift,Apus alexandri,LC,Apus_alexandri
Pallid Swift,Apus pallidus,LC,Apus_pallidus
Common Swift,Apus apus,LC,Apus_apus
Crimson Topaz,Topaza pella,LC,Topaza_pella
Fiery Topaz,Topaza pyra,LC,Topaza_pyra
White-necked Jacobin,Florisuga mellivora,LC,Florisuga_mellivora
Black Jacobin,Florisuga fusca,LC,Florisuga_fusca
White-tipped Sicklebill,Eutoxeres aquila,LC,Eutoxeres_aquila
Buff-tailed Sicklebill,Eutoxeres condamini,LC,Eutoxeres_condamini
Saw-billed Hermit,Ramphodon naevius,NT,Ramphodon_naevius
Hook-billed Hermit,Glaucis dohrnii,EN,Glaucis_dohrnii
Bronzy Hermit,Glaucis aeneus,LC,Glaucis_aeneus
Rufous-breasted Hermit,Glaucis hirsutus,LC,Glaucis_hirsutus
Band-tailed Barbthroat,Threnetes ruckeri,LC,Threnetes_ruckeri
Pale-tailed Barbthroat,Threnetes leucurus,LC,Threnetes_leucurus
Sooty Barbthroat,Threnetes niger,LC,Threnetes_niger
Broad-tipped Hermit,Anopetia gounellei,LC,Anopetia_gounellei
Dusky-throated Hermit,Phaethornis squalidus,LC,Phaethornis_squalidus
Streak-throated Hermit,Phaethornis rupurumii,LC,Phaethornis_rupurumii
Little Hermit,Phaethornis longuemareus,LC,Phaethornis_longuemareus
Minute Hermit,Phaethornis idaliae,LC,Phaethornis_idaliae
Cinnamon-throated Hermit,Phaethornis nattereri,LC,Phaethornis_nattereri
Black-throated Hermit,Phaethornis atrimentalis,LC,Phaethornis_atrimentalis
Stripe-throated Hermit,Phaethornis striigularis,LC,Phaethornis_striigularis
Grey-chinned Hermit,Phaethornis griseogularis,LC,Phaethornis_griseogularis
Reddish Hermit,Phaethornis ruber,LC,Phaethornis_ruber
White-browed Hermit,Phaethornis stuarti,LC,Phaethornis_stuarti
Buff-bellied Hermit,Phaethornis subochraceus,LC,Phaethornis_subochraceus
Sooty-capped Hermit,Phaethornis augusti,LC,Phaethornis_augusti
Planalto Hermit,Phaethornis pretrei,LC,Phaethornis_pretrei
Scale-throated Hermit,Phaethornis eurynome,LC,Phaethornis_eurynome
Pale-bellied Hermit,Phaethornis anthophilus,LC,Phaethornis_anthophilus
White-bearded Hermit,Phaethornis hispidus,LC,Phaethornis_hispidus
White-whiskered Hermit,Phaethornis yaruqui,LC,Phaethornis_yaruqui
Green Hermit,Phaethornis guy,LC,Phaethornis_guy
Tawny-bellied Hermit,Phaethornis syrmatophorus,LC,Phaethornis_syrmatophorus
Koepcke's Hermit,Phaethornis koepckeae,NT,Phaethornis_koepckeae
Needle-billed Hermit,Phaethornis philippii,LC,Phaethornis_philippii
Straight-billed Hermit,Phaethornis bourcieri,LC,Phaethornis_bourcieri
Long-billed Hermit,Phaethornis longirostris,LC,Phaethornis_longirostris
Long-tailed Hermit,Phaethornis superciliosus,LC,Phaethornis_superciliosus
Great-billed Hermit,Phaethornis malaris,LC,Phaethornis_malaris
Green-fronted Lancebill,Doryfera ludovicae,LC,Doryfera_ludovicae
Blue-fronted Lancebill,Doryfera johannae,LC,Doryfera_johannae
Eastern Wedge-billed Hummingbird,Schistes geoffroyi,LC,Schistes_geoffroyi
Hyacinth Visorbearer,Augastes scutatus,LC,Augastes_scutatus
Hooded Visorbearer,Augastes lumachella,NT,Augastes_lumachella
Brown Violet-ear,Colibri delphinae,LC,Colibri_delphinae
Green Violet-ear,Colibri thalassinus,LC,Colibri_thalassinus
Sparkling Violet-ear,Colibri coruscans,LC,Colibri_coruscans
White-vented Violet-ear,Colibri serrirostris,LC,Colibri_serrirostris
Tooth-billed Hummingbird,Androdon aequatorialis,LC,Androdon_aequatorialis
Horned Sungem,Heliactin bilophus,LC,Heliactin_bilophus
Purple-crowned Fairy,Heliothryx barroti,LC,Heliothryx_barroti
Black-eared Fairy,Heliothryx auritus,LC,Heliothryx_auritus
White-tailed Goldenthroat,Polytmus guainumbi,LC,Polytmus_guainumbi
Tepui Goldenthroat,Polytmus milleri,LC,Polytmus_milleri
Green-tailed Goldenthroat,Polytmus theresiae,LC,Polytmus_theresiae
Ruby-topaz Hummingbird,Chrysolampis mosquitus,LC,Chrysolampis_mosquitus
Fiery-tailed Awlbill,Avocettula recurvirostris,LC,Avocettula_recurvirostris
Green-throated Mango,Anthracothorax viridigula,LC,Anthracothorax_viridigula
Green-breasted Mango,Anthracothorax prevostii,LC,Anthracothorax_prevostii
Black-throated Mango,Anthracothorax nigricollis,LC,Anthracothorax_nigricollis
Veraguas Mango,Anthracothorax veraguensis,LC,Anthracothorax_veraguensis
Hispaniolan Mango,Anthracothorax dominicus,LC,Anthracothorax_dominicus
Green Mango,Anthracothorax viridis,LC,Anthracothorax_viridis
Jamaican Mango,Anthracothorax mango,LC,Anthracothorax_mango
Green-throated Carib,Eulampis holosericeus,LC,Eulampis_holosericeus
Purple-throated Carib,Eulampis jugularis,LC,Eulampis_jugularis
Orange-throated Sunangel,Heliangelus mavors,LC,Heliangelus_mavors
Amethyst-throated Sunangel,Heliangelus amethysticollis,LC,Heliangelus_amethysticollis
Gorgeted Sunangel,Heliangelus strophianus,LC,Heliangelus_strophianus
Tourmaline Sunangel,Heliangelus exortis,LC,Heliangelus_exortis
Little Sunangel,Heliangelus micraster,LC,Heliangelus_micraster
Purple-throated Sunangel,Heliangelus viola,LC,Heliangelus_viola
Royal Sunangel,Heliangelus regalis,EN,Heliangelus_regalis
Green-backed Firecrown,Sephanoides sephaniodes,LC,Sephanoides_sephaniodes
Juan Fernandez Firecrown,Sephanoides fernandensis,CR,Sephanoides_fernandensis
Green Thorntail,Discosura conversii,LC,Discosura_conversii
Wire-crested Thorntail,Discosura popelairii,NT,Discosura_popelairii
Black-bellied Thorntail,Discosura langsdorffi,LC,Discosura_langsdorffi
Coppery Thorntail,Discosura letitiae,DD,Discosura_letitiae
Racket-tailed Coquette,Discosura longicaudus,LC,Discosura_longicaudus
Tufted Coquette,Lophornis ornatus,LC,Lophornis_ornatus
Dot-eared Coquette,Lophornis gouldii,VU,Lophornis_gouldii
Frilled Coquette,Lophornis magnificus,LC,Lophornis_magnificus
Short-crested Coquette,Lophornis brachylophus,CR,Lophornis_brachylophus
Rufous-crested Coquette,Lophornis delattrei,LC,Lophornis_delattrei
Spangled Coquette,Lophornis stictolophus,LC,Lophornis_stictolophus
Festive Coquette,Lophornis chalybeus,NT,Lophornis_chalybeus
Peacock Coquette,Lophornis pavoninus,LC,Lophornis_pavoninus
Black-crested Coquette,Lophornis helenae,LC,Lophornis_helenae
White-crested Coquette,Lophornis adorabilis,LC,Lophornis_adorabilis
Ecuadorian Piedtail,Phlogophilus hemileucurus,VU,Phlogophilus_hemileucurus
Peruvian Piedtail,Phlogophilus harterti,NT,Phlogophilus_harterti
Speckled Hummingbird,Adelomyia melanogenys,LC,Adelomyia_melanogenys
Long-tailed Sylph,Aglaiocercus kingii,LC,Aglaiocercus_kingi
Violet-tailed Sylph,Aglaiocercus coelestis,LC,Aglaiocercus_coelestis
Venezuelan Sylph,Aglaiocercus berlepschi,EN,Aglaiocercus_berlepschi
Red-tailed Comet,Sappho sparganurus,LC,Sappho_sparganura
Grey-bellied Comet,Taphrolesbia griseiventris,EN,Taphrolesbia_griseiventris
Bronze-tailed Comet,Polyonymus caroli,LC,Polyonymus_caroli
Ecuadorian Hillstar,Oreotrochilus chimborazo,LC,Oreotrochilus_chimborazo
Andean Hillstar,Oreotrochilus estella,LC,Oreotrochilus_estella
White-sided Hillstar,Oreotrochilus leucopleurus,LC,Oreotrochilus_leucopleurus
Black-breasted Hillstar,Oreotrochilus melanogaster,LC,Oreotrochilus_melanogaster
Wedge-tailed Hillstar,Oreotrochilus adela,NT,Oreotrochilus_adela
Mountain Avocetbill,Opisthoprora euryptera,LC,Opisthoprora_euryptera
Black-tailed Trainbearer,Lesbia victoriae,LC,Lesbia_victoriae
Green-tailed Trainbearer,Lesbia nuna,LC,Lesbia_nuna
Black-backed Thornbill,Ramphomicron dorsale,EN,Ramphomicron_dorsale
Purple-backed Thornbill,Ramphomicron microrhynchum,LC,Ramphomicron_microrhynchum
Rufous-capped Thornbill,Chalcostigma ruficeps,LC,Chalcostigma_ruficeps
Olivaceous Thornbill,Chalcostigma olivaceum,LC,Chalcostigma_olivaceum
Blue-mantled Thornbill,Chalcostigma stanleyi,LC,Chalcostigma_stanleyi
Bronze-tailed Thornbill,Chalcostigma heteropogon,LC,Chalcostigma_heteropogon
Rainbow-bearded Thornbill,Chalcostigma herrani,LC,Chalcostigma_herrani
Green-bearded Helmetcrest,Oxypogon guerinii,LC,Oxypogon_guerinii
Eastern Mountaineer,Oreonympha nobilis,LC,Oreonympha_nobilis
Perija Metaltail,Metallura iracunda,EN,Metallura_iracunda
Tyrian Metaltail,Metallura tyrianthina,LC,Metallura_tyrianthina
Viridian Metaltail,Metallura williami,LC,Metallura_williami
Violet-throated Metaltail,Metallura baroni,EN,Metallura_baroni
Neblina Metaltail,Metallura odomae,LC,Metallura_odomae
Coppery Metaltail,Metallura theresiae,LC,Metallura_theresiae
Fire-throated Metaltail,Metallura eupogon,LC,Metallura_eupogon
Scaled Metaltail,Metallura aeneocauda,LC,Metallura_aeneocauda
Black Metaltail,Metallura phoebe,LC,Metallura_phoebe
Greenish Puffleg,Haplophaedia aureliae,LC,Haplophaedia_aureliae
Buff-thighed Puffleg,Haplophaedia assimilis,LC,Haplophaedia_assimilis
Hoary Puffleg,Haplophaedia lugens,NT,Haplophaedia_lugens
Black-breasted Puffleg,Eriocnemis nigrivestis,CR,Eriocnemis_nigrivestis
Gorgeted Puffleg,Eriocnemis isabellae,CR,Eriocnemis_isabellae
Glowing Puffleg,Eriocnemis vestita,LC,Eriocnemis_vestita
Black-thighed Puffleg,Eriocnemis derbyi,NT,Eriocnemis_derbyi
Turquoise-throated Puffleg,Eriocnemis godini,CR (PE),Eriocnemis_godini
Coppery-bellied Puffleg,Eriocnemis cupreoventris,NT,Eriocnemis_cupreoventris
Sapphire-vented Puffleg,Eriocnemis luciani,LC,Eriocnemis_luciani
Golden-breasted Puffleg,Eriocnemis mosquera,LC,Eriocnemis_mosquera
Blue-capped Puffleg,Eriocnemis glaucopoides,LC,Eriocnemis_glaucopoides
Colorful Puffleg,Eriocnemis mirabilis,EN,Eriocnemis_mirabilis
Emerald-bellied Puffleg,Eriocnemis aline,LC,Eriocnemis_alinae
Marvelous Spatuletail,Loddigesia mirabilis,EN,Loddigesia_mirabilis
Shining Sunbeam,Aglaeactis cupripennis,LC,Aglaeactis_cupripennis
White-tufted Sunbeam,Aglaeactis castelnaudii,NT,Aglaeactis_castelnaudii
Purple-backed Sunbeam,Aglaeactis aliciae,EN,Aglaeactis_aliciae
Black-hooded Sunbeam,Aglaeactis pamela,LC,Aglaeactis_pamela
Bronzy Inca,Coeligena coeligena,LC,Coeligena_coeligena
Black Inca,Coeligena prunellei,VU,Coeligena_prunellei
Brown Inca,Coeligena wilsoni,LC,Coeligena_wilsoni
Collared Inca,Coeligena torquata,LC,Coeligena_torquata
Bolivian Starfrontlet,Coeligena violifer,LC,Coeligena_violifer
Rainbow Starfrontlet,Coeligena iris,LC,Coeligena_iris
White-tailed Starfrontlet,Coeligena phalerata,NT,Coeligena_phalerata
Glittering Starfrontlet,Coeligena orina,CR,Coeligena_orina
Buff-winged Starfrontlet,Coeligena lutetiae,LC,Coeligena_lutetiae
Golden-bellied Starfrontlet,Coeligena bonapartei,LC,Coeligena_bonapartei
Blue-throated Starfrontlet,Coeligena helianthea,LC,Coeligena_helianthea
Mountain Velvetbreast,Lafresnaya lafresnayi,LC,Lafresnaya_lafresnayi
Sword-billed Hummingbird,Ensifera ensifera,LC,Ensifera_ensifera
Great Sapphirewing,Pterophanes cyanopterus,LC,Pterophanes_cyanopterus
Buff-tailed Coronet,Boissonneaua flavescens,LC,Boissonneaua_flavescens
Chestnut-breasted Coronet,Boissonneaua matthewsii,LC,Boissonneaua_matthewsii
Velvet-purple Coronet,Boissonneaua jardini,LC,Boissonneaua_jardini
Booted Racket-tail,Ocreatus underwoodii,LC,Ocreatus_underwoodii
Rufous-gaped Hillstar,Urochroa bougueri,LC,Urochroa_bougueri
White-tailed Hillstar,Urochroa leucura,LC,Urochroa_bougueri
Purple-bibbed Whitetip,Urosticte benjamini,LC,Urosticte_benjamini
Rufous-vented Whitetip,Urosticte ruficrissa,LC,Urosticte_ruficrissa
Velvet-browed Brilliant,Heliodoxa xanthogonys,LC,Heliodoxa_xanthogonys
Pink-throated Brilliant,Heliodoxa gularis,VU,Heliodoxa_gularis
Rufous-webbed Brilliant,Heliodoxa branickii,LC,Heliodoxa_branickii
Black-throated Brilliant,Heliodoxa schreibersii,LC,Heliodoxa_schreibersii
Gould's Brilliant,Heliodoxa aurescens,LC,Heliodoxa_aurescens
Fawn-breasted Brilliant,Heliodoxa rubinoides,LC,Heliodoxa_rubinoides
Green-crowned Brilliant,Heliodoxa jacula,LC,Heliodoxa_jacula
Empress Brilliant,Heliodoxa imperatrix,LC,Heliodoxa_imperatrix
Violet-fronted Brilliant,Heliodoxa leadbeateri,LC,Heliodoxa_leadbeateri
Brazilian Ruby,Clytolaema rubricauda,LC,Clytolaema_rubricauda
Giant Hummingbird,Patagona gigas,LC,Patagona_gigas
Golden-crowned Emerald,Chlorostilbon auriceps,LC,Chlorostilbon_auriceps
Cozumel Emerald,Chlorostilbon forficatus,LC,Chlorostilbon_forficatus
Canivet's Emerald,Chlorostilbon canivetii,LC,Chlorostilbon_canivetii
Garden Emerald,Chlorostilbon assimilis,LC,Chlorostilbon_assimilis
Red-billed Emerald,Chlorostilbon gibsoni,LC,Chlorostilbon_gibsoni
Blue-tailed Emerald,Chlorostilbon mellisugus,LC,Chlorostilbon_mellisugus
Chiribiquete Emerald,Chlorostilbon olivaresi,LC,Chlorostilbon_olivaresi
Cuban Emerald,Chlorostilbon ricordii,LC,Chlorostilbon_ricordii
Hispaniolan Emerald,Chlorostilbon swainsonii,LC,Chlorostilbon_swainsonii
Puerto Rican Emerald,Chlorostilbon maugaeus,LC,Chlorostilbon_maugaeus
Glittering-bellied Emerald,Chlorostilbon lucidus,LC,Chlorostilbon_lucidus
Coppery Emerald,Chlorostilbon russatus,LC,Chlorostilbon_russatus
Narrow-tailed Emerald,Chlorostilbon stenurus,LC,Chlorostilbon_stenurus
Short-tailed Emerald,Chlorostilbon poortmani,LC,Chlorostilbon_poortmani
Dusky Hummingbird,Cynanthus sordidus,LC,Cynanthus_sordidus
Broad-billed Hummingbird,Cynanthus latirostris,LC,Cynanthus_latirostris
Blue-headed Hummingbird,Cyanophaia bicolor,LC,Cyanophaia_bicolor
Violet-headed Hummingbird,Klais guimeti,LC,Klais_guimeti
Emerald-chinned Hummingbird,Abeillia abeillei,LC,Abeillia_abeillei
Antillean Crested Hummingbird,Orthorhyncus cristatus,LC,Orthorhyncus_cristatus
Green-crowned Plovercrest,Stephanoxis lalandi,LC,Stephanoxis_lalandi
Sombre Hummingbird,Aphantochroa cirrochloris,LC,Aphantochroa_cirrochloris
Blossomcrown,Anthocephala floriceps,VU,Anthocephala_floriceps
Wedge-tailed Sabrewing,Campylopterus curvipennis,LC,Campylopterus_curvipennis
Grey-breasted Sabrewing,Campylopterus largipennis,LC,Campylopterus_largipennis
Rufous Sabrewing,Campylopterus rufus,LC,Campylopterus_rufus
Rufous-breasted Sabrewing,Campylopterus hyperythrus,LC,Campylopterus_hyperythrus
Violet Sabrewing,Campylopterus hemileucurus,LC,Campylopterus_hemileucurus
White-tailed Sabrewing,Campylopterus ensipennis,NT,Campylopterus_ensipennis
Lazuline Sabrewing,Campylopterus falcatus,LC,Campylopterus_falcatus
Santa Marta Sabrewing,Campylopterus phainopeplus,EN,Campylopterus_phainopeplus
Napo Sabrewing,Campylopterus villaviscensio,NT,Campylopterus_villaviscensio
Buff-breasted Sabrewing,Campylopterus duidae,LC,Campylopterus_duidae
Swallow-tailed Hummingbird,Eupetomena macroura,LC,Eupetomena_macroura
Stripe-tailed Hummingbird,Eupherusa eximia,LC,Eupherusa_eximia
Oaxaca Hummingbird,Eupherusa cyanophrys,EN,Eupherusa_cyanophrys
White-tailed Hummingbird,Eupherusa poliocerca,VU,Eupherusa_poliocerca
Black-bellied Hummingbird,Eupherusa nigriventris,LC,Eupherusa_nigriventris
White-tailed Emerald,Elvira chionura,LC,Elvira_chionura
Coppery-headed Emerald,Elvira cupreiceps,LC,Elvira_cupreiceps
Snowcap,Microchera albocoronata,LC,Microchera_albocoronata
White-vented Plumeleteer,Chalybura buffonii,LC,Chalybura_buffonii
Bronze-tailed Plumeleteer,Chalybura urochrysia,LC,Chalybura_urochrysia
Mexican Woodnymph,Thalurania ridgwayi,VU,Thalurania_ridgwayi
Crowned Woodnymph,Thalurania colombica,LC,Thalurania_colombica
Fork-tailed Woodnymph,Thalurania furcata,LC,Thalurania_furcata
Long-tailed Woodnymph,Thalurania watertonii,EN,Thalurania_watertonii
Violet-capped Woodnymph,Thalurania glaucopis,LC,Thalurania_glaucopis
Many-spotted Hummingbird,Taphrospilus hypostictus,LC,Taphrospilus_hypostictus
White-throated Hummingbird,Leucochloris albicollis,LC,Leucochloris_albicollis
Buffy Hummingbird,Leucippus fallax,LC,Leucippus_fallax
Tumbes Hummingbird,Leucippus baeri,LC,Leucippus_baeri
Spot-throated Hummingbird,Leucippus taczanowskii,LC,Leucippus_taczanowskii
Olive-spotted Hummingbird,Leucippus chlorocercus,LC,Leucippus_chlorocercus
White-bellied Hummingbird,Amazilia chionogaster,LC,Amazilia_chionogaster
Green-and-white Hummingbird,Amazilia viridicauda,LC,Amazilia_viridicauda
Rufous-tailed Hummingbird,Amazilia tzacatl,LC,Amazilia_tzacatl
Chestnut-bellied Hummingbird,Amazilia castaneiventris,EN,Amazilia_castaneiventris
Buff-bellied Hummingbird,Amazilia yucatanensis,LC,Amazilia_yucatanensis
Cinnamon Hummingbird,Amazilia rutila,LC,Amazilia_rutila
Amazilia Hummingbird,Amazilia amazilia,LC,Amazilia_amazilia
Plain-bellied Emerald,Amazilia leucogaster,LC,Amazilia_leucogaster
Versicolored Emerald,Amazilia versicolor,LC,Amazilia_versicolor
White-chested Emerald,Amazilia brevirostris,LC,Amazilia_brevirostris
Andean Emerald,Amazilia franciae,LC,Amazilia_franciae
White-bellied Emerald,Amazilia candida,LC,Amazilia_candida
Honduran Emerald,Amazilia luciae,EN,Amazilia_luciae
Mangrove Hummingbird,Amazilia boucardi,EN,Amazilia_boucardi
Blue-chested Hummingbird,Amazilia amabilis,LC,Amazilia_amabilis
Charming Hummingbird,Amazilia decora,LC,Amazilia_decora
Azure-crowned Hummingbird,Amazilia cyanocephala,LC,Amazilia_cyanocephala
Berylline Hummingbird,Amazilia beryllina,LC,Amazilia_beryllina
Blue-tailed Hummingbird,Amazilia cyanura,LC,Amazilia_cyanura
Steely-vented Hummingbird,Amazilia saucerottei,LC,Amazilia_saucerrottei
Indigo-capped Hummingbird,Amazilia cyanifrons,LC,Amazilia_cyanifrons
Violet-crowned Hummingbird,Amazilia violiceps,LC,Amazilia_violiceps
Green-fronted Hummingbird,Amazilia viridifrons,LC,Amazilia_viridifrons
Glittering-throated Emerald,Amazilia fimbriata,LC,Amazilia_fimbriata
Sapphire-spangled Emerald,Amazilia lactea,LC,Amazilia_lactea
Purple-chested Hummingbird,Amazilia rosenbergi,LC,Amazilia_rosenbergi
Snowy-bellied Hummingbird,Amazilia edward,LC,Amazilia_edward
Green-bellied Hummingbird,Amazilia viridigaster,LC,Amazilia_viridigaster
Copper-rumped Hummingbird,Amazilia tobaci,LC,Amazilia_tobaci
Red-billed Streamertail,Trochilus polytmus,LC,Trochilus_polytmus
Black-billed Streamertail,Trochilus scitulus,LC,Trochilus_scitulus
Golden-tailed Sapphire,Chrysuronia oenone,LC,Chrysuronia_oenone
Pirre Hummingbird,Goethalsia bella,NT,Goethalsia_bella
Violet-capped Hummingbird,Goldmania violiceps,NT,Goldmania_violiceps
Sapphire-throated Hummingbird,Lepidopyga coeruleogularis,LC,Lepidopyga_coeruleogularis
Sapphire-bellied Hummingbird,Lepidopyga lilliae,CR,Lepidopyga_lilliae
Shining-green Hummingbird,Lepidopyga goudoti,LC,Lepidopyga_goudoti
Violet-bellied Hummingbird,Juliamyia julie,LC,Damophila_julie
Blue-throated Goldentail,Hylocharis eliciae,LC,Hylocharis_eliciae
White-chinned Sapphire,Hylocharis cyanus,LC,Hylocharis_cyanus
Gilded Hummingbird,Hylocharis chrysura,LC,Hylocharis_chrysura
Xantus's Hummingbird,Basilinna xantusii,LC,Hylocharis_xantusii
White-eared Hummingbird,Basilinna leucotis,LC,Hylocharis_leucotis
Violet-chested Hummingbird,Sternoclyta cyanopectus,LC,Sternoclyta_cyanopectus
Scissor-tailed Hummingbird,Hylonympha macrocerca,EN,Hylonympha_macrocerca
Magnificent Hummingbird,Eugenes fulgens,LC,Eugenes_fulgens
Fiery-throated Hummingbird,Panterpe insignis,LC,Panterpe_insignis
Plain-capped Starthroat,Heliomaster constantii,LC,Heliomaster_constantii
Long-billed Starthroat,Heliomaster longirostris,LC,Heliomaster_longirostris
Stripe-breasted Starthroat,Heliomaster squamosus,LC,Heliomaster_squamosus
Blue-tufted Starthroat,Heliomaster furcifer,LC,Heliomaster_furcifer
Green-throated Mountain-gem,Lampornis viridipallens,LC,Lampornis_viridipallens
Green-breasted Mountain-gem,Lampornis sybillae,LC,Lampornis_sybillae
Amethyst-throated Hummingbird,Lampornis amethystinus,LC,Lampornis_amethystinus
Blue-throated Hummingbird,Lampornis clemenciae,LC,Lampornis_clemenciae
White-bellied Mountain-gem,Lampornis hemileucus,LC,Lampornis_hemileucus
Purple-throated Mountain-gem,Lampornis calolaemus,LC,Lampornis_calolaemus
White-throated Mountain-gem,Lampornis castaneoventris,LC,Lampornis_castaneoventris
Garnet-throated Hummingbird,Lamprolaima rhami,LC,Lamprolaima_rhami
Purple-collared Woodstar,Myrtis fanny,LC,Myrtis_fanny
Chilean Woodstar,Eulidia yarrellii,CR,Eulidia_yarrellii
Oasis Hummingbird,Rhodopis vesper,LC,Rhodopis_vesper
Peruvian Sheartail,Thaumastura cora,LC,Thaumastura_cora
White-bellied Woodstar,Chaetocercus mulsant,LC,Chaetocercus_mulsant
Little Woodstar,Chaetocercus bombus,VU,Chaetocercus_bombus
Gorgeted Woodstar,Chaetocercus heliodor,LC,Chaetocercus_heliodor
Santa Marta Woodstar,Chaetocercus astreans,LC,Chaetocercus_astreans
Esmeraldas Woodstar,Chaetocercus berlepschi,EN,Chaetocercus_berlepschi
Rufous-shafted Woodstar,Chaetocercus jourdanii,LC,Chaetocercus_jourdanii
Short-tailed Woodstar,Myrmia micrura,LC,Myrmia_micrura
Slender-tailed Woodstar,Microstilbon burmeisteri,LC,Microstilbon_burmeisteri
Amethyst Woodstar,Calliphlox amethystina,LC,Calliphlox_amethystina
Magenta-throated Woodstar,Calliphlox bryantae,LC,Calliphlox_bryantae
Purple-throated Woodstar,Calliphlox mitchellii,LC,Calliphlox_mitchellii
Slender Sheartail,Doricha enicura,LC,Doricha_enicura
Mexican Sheartail,Doricha eliza,NT,Doricha_eliza
Sparkling-tailed Woodstar,Tilmatura dupontii,LC,Tilmatura_dupontii
Lucifer Hummingbird,Calothorax lucifer,LC,Calothorax_lucifer
Beautiful Hummingbird,Calothorax pulcher,LC,Calothorax_pulcher
Vervain Hummingbird,Mellisuga minima,LC,Mellisuga_minima
Bee Hummingbird,Mellisuga helenae,NT,Mellisuga_helenae
Anna's Hummingbird,Calypte anna,LC,Calypte_anna
Costa's Hummingbird,Calypte costae,LC,Calypte_costae
Black-chinned Hummingbird,Archilochus alexandri,LC,Archilochus_alexandri
Ruby-throated Hummingbird,Archilochus colubris,LC,Archilochus_colubris
Broad-tailed Hummingbird,Selasphorus platycercus,LC,Selasphorus_platycercus
Calliope Hummingbird,Selasphorus calliope,LC,Stellula_calliope
Rufous Hummingbird,Selasphorus rufus,NT,Selasphorus_rufus
Allen's Hummingbird,Selasphorus sasin,LC,Selasphorus_sasin
Volcano Hummingbird,Selasphorus flammula,LC,Selasphorus_flammula
Scintillant Hummingbird,Selasphorus scintilla,LC,Selasphorus_scintilla
Glow-throated Hummingbird,Selasphorus ardens,EN,Selasphorus_ardens
Bumblebee Hummingbird,Atthis heloisa,LC,Atthis_heloisa
Wine-throated Hummingbird,Atthis ellioti,LC,Atthis_ellioti
Hoatzin,Opisthocomus hoazin,LC,Opisthocomus_hoazin
Greater Ani,Crotophaga major,LC,Crotophaga_major
Smooth-billed Ani,Crotophaga ani,LC,Crotophaga_ani
Groove-billed Ani,Crotophaga sulcirostris,LC,Crotophaga_sulcirostris
Guira Cuckoo,Guira guira,LC,Guira_guira
Striped Cuckoo,Tapera naevia,LC,Tapera_naevia
Pheasant Cuckoo,Dromococcyx phasianellus,LC,Dromococcyx_phasianellus
Pavonine Cuckoo,Dromococcyx pavoninus,LC,Dromococcyx_pavoninus
Lesser Ground-cuckoo,Morococcyx erythropygus,LC,Morococcyx_erythropygus
Lesser Roadrunner,Geococcyx velox,LC,Geococcyx_velox
Greater Roadrunner,Geococcyx californianus,LC,Geococcyx_californianus
Rufous-vented Ground-cuckoo,Neomorphus geoffroyi,VU,Neomorphus_geoffroyi
Banded Ground-cuckoo,Neomorphus radiolosus,EN,Neomorphus_radiolosus
Rufous-winged Ground-cuckoo,Neomorphus rufipennis,LC,Neomorphus_rufipennis
Red-billed Ground-cuckoo,Neomorphus pucheranii,LC,Neomorphus_pucheranii
Giant Coua,Coua gigas,LC,Coua_gigas
Coquerel's Coua,Coua coquereli,LC,Coua_coquereli
Red-breasted Coua,Coua serriana,LC,Coua_serriana
Red-fronted Coua,Coua reynaudii,LC,Coua_reynaudii
Running Coua,Coua cursor,LC,Coua_cursor
Red-capped Coua,Coua ruficeps,LC,Coua_ruficeps
Crested Coua,Coua cristata,LC,Coua_cristata
Verreaux's Coua,Coua verreauxi,LC,Coua_verreauxi
Blue Coua,Coua caerulea,LC,Coua_caerulea
Bornean Ground-cuckoo,Carpococcyx radiceus,NT,Carpococcyx_radiatus
Sumatran Ground-cuckoo,Carpococcyx viridis,CR,Carpococcyx_viridis
Coral-billed Ground-cuckoo,Carpococcyx renauldi,VU,Carpococcyx_renauldi
Buff-headed Coucal,Centropus milo,LC,Centropus_milo
Pied Coucal,Centropus ateralbus,LC,Centropus_ateralbus
Ivory-billed Coucal,Centropus menbeki,LC,Centropus_menbeki
Biak Coucal,Centropus chalybeus,NT,Centropus_chalybeus
Rufous Coucal,Centropus unirufus,NT,Centropus_unirufus
Green-billed Coucal,Centropus chlororhynchos,VU,Centropus_chlororhynchus
Black-faced Coucal,Centropus melanops,LC,Centropus_melanops
Black-hooded Coucal,Centropus steerii,CR,Centropus_steerii
Short-toed Coucal,Centropus rectunguis,VU,Centropus_rectunguis
Bay Coucal,Centropus celebensis,LC,Centropus_celebensis
Gabon Coucal,Centropus anselli,LC,Centropus_anselli
